OBJECTID,DBARC_COD,DIVIDE,AV_LEGEND,IMS_LEGEND,LENGTH_MI,SHAPE_Length
383,1,Major drainage basin divide,Major,Major,0.97612297,5153.9306008258
384,2,Regional drainage basin divide,Regional,Regional,0.34586599,1826.17011253175
385,4,Local drainage basin divide,Local,Local,0.367738,1941.65507534452
386,3,Subregional drainage basin divide,Subregional,Subregional,7.26653003,38367.2820738304
387,4,Local drainage basin divide,Local,Local,0.96877098,5115.11334423525
388,4,Local drainage basin divide,Local,Local,0.45273,2390.41225355923
389,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.90297597,4767.71043488369
390,4,Local drainage basin divide,Local,Local,0.721493,3809.48106631195
391,4,Local drainage basin divide,Local,Local,1.56220996,8248.46272426737
392,4,Local drainage basin divide,Local,Local,1.09983003,5807.09480624756
393,2,Regional drainage basin divide,Regional,Regional,0.218618,1154.30371454023
394,3,Subregional drainage basin divide,Subregional,Subregional,0.29650399,1565.54133918908
395,3,Subregional drainage basin divide,Subregional,Subregional,0.53348499,2816.80043460502
396,4,Local drainage basin divide,Local,Local,1.00252997,5293.35650125242
397,4,Local drainage basin divide,Local,Local,1.12305998,5929.77403969889
398,3,Subregional drainage basin divide,Subregional,Subregional,1.07501995,5676.09541469292
399,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.07653999,5684.13202628647
400,2,Regional drainage basin divide,Regional,Regional,1.21818995,6432.06905222445
401,4,Local drainage basin divide,Local,Local,0.25712698,1357.63299508925
402,3,Subregional drainage basin divide,Subregional,Subregional,0.42137598,2224.8665447207
403,4,Local drainage basin divide,Local,Local,1.03977,5490.0035719669
404,4,Local drainage basin divide,Local,Local,0.63078302,3330.53494598991
405,4,Local drainage basin divide,Local,Local,0.859169,4536.41433676028
406,4,Local drainage basin divide,Local,Local,0.130216,687.541847039307
407,3,Subregional drainage basin divide,Subregional,Subregional,1.03559994,5467.95958302059
408,3,Subregional drainage basin divide,Subregional,Subregional,2.05544996,10852.7978675691
409,4,Local drainage basin divide,Local,Local,0.52460598,2769.92008319103
410,4,Local drainage basin divide,Local,Local,1.04098999,5496.45185829312
411,4,Local drainage basin divide,Local,Local,2.6981101,14246.0296087354
412,5,Stream reach basin divide,Stream Reach,Reach,0.398575,2104.47525706649
413,4,Local drainage basin divide,Local,Local,0.226728,1197.12700120035
414,5,Stream reach basin divide,Stream Reach,Reach,0.47223299,2493.39181032255
415,3,Subregional drainage basin divide,Subregional,Subregional,1.42683994,7533.70175609254
416,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.54423999,8153.56874313385
417,3,Subregional drainage basin divide,Subregional,Subregional,0.74298602,3922.96641502861
418,4,Local drainage basin divide,Local,Local,0.352694,1862.22400427168
419,4,Local drainage basin divide,Local,Local,0.14668799,774.512518354012
420,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.71734499,3787.58162701293
421,4,Local drainage basin divide,Local,Local,0.31744998,1676.13826717781
422,5,Stream reach basin divide,Stream Reach,Reach,0.85701501,4525.03999020089
423,2,Regional drainage basin divide,Regional,Regional,1.18141996,6237.88173179576
424,5,Stream reach basin divide,Stream Reach,Reach,0.60999202,3220.75828789948
425,4,Local drainage basin divide,Local,Local,0.30531001,1612.03529288597
426,4,Local drainage basin divide,Local,Local,0.53537702,2826.79158093699
427,4,Local drainage basin divide,Local,Local,0.94804,5005.65231822767
428,4,Local drainage basin divide,Local,Local,1.09365999,5774.54905333458
429,1,Major drainage basin divide,Major,Major,1.21998,6441.52003452105
430,1,Major drainage basin divide,Major,Major,0.94268202,4977.35918755821
431,4,Local drainage basin divide,Local,Local,1.70431005,8998.75763236505
432,3,Subregional drainage basin divide,Subregional,Subregional,1.82646,9643.70109193057
433,4,Local drainage basin divide,Local,Local,0.84750998,4474.85139742603
434,4,Local drainage basin divide,Local,Local,1.09019994,5756.25388907754
435,4,Local drainage basin divide,Local,Local,0.63925099,3375.24555188704
436,4,Local drainage basin divide,Local,Local,1.19598996,6314.84349140008
437,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.48482,7839.85400333798
438,4,Local drainage basin divide,Local,Local,0.87722802,4631.76336727242
439,1,Major drainage basin divide,Major,Major,1.48535001,7842.67196286804
440,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.46600997,7740.50670576396
441,4,Local drainage basin divide,Local,Local,0.80873197,4270.10191695016
442,4,Local drainage basin divide,Local,Local,0.42598301,2249.18870381393
443,4,Local drainage basin divide,Local,Local,0.930817,4914.71364134623
444,4,Local drainage basin divide,Local,Local,0.139006,733.953468053728
445,4,Local drainage basin divide,Local,Local,1.33073997,7026.28855115353
446,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.936737,4945.97184112363
447,4,Local drainage basin divide,Local,Local,1.59469997,8420.03265351094
448,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.59800004,8437.45791156318
449,3,Subregional drainage basin divide,Subregional,Subregional,0.243714,1286.81171422543
450,9,State boundary,State Boundary,Reach,1.55718004,8221.91830629762
451,3,Subregional drainage basin divide,Subregional,Subregional,0.89833402,4743.20416924021
452,4,Local drainage basin divide,Local,Local,0.26785901,1414.29307535779
453,3,Subregional drainage basin divide,Subregional,Subregional,0.56196302,2967.16355612756
454,4,Local drainage basin divide,Local,Local,0.63424998,3348.8422143073
455,5,Stream reach basin divide,Stream Reach,Reach,0.90781199,4793.24705244873
456,2,Regional drainage basin divide,Regional,Regional,1.03919994,5486.97217399377
457,3,Subregional drainage basin divide,Subregional,Subregional,0.29480698,1556.58161161992
458,2,Regional drainage basin divide,Regional,Regional,1.33092999,7027.33522508399
459,4,Local drainage basin divide,Local,Local,0.30456298,1608.08969217062
460,3,Subregional drainage basin divide,Subregional,Subregional,0.30198299,1594.47148493297
461,9,State boundary,State Boundary,Reach,0.86477202,4565.99869296075
462,3,Subregional drainage basin divide,Subregional,Subregional,1.37793004,7275.46739115614
463,4,Local drainage basin divide,Local,Local,0.64086902,3383.78751731373
464,4,Local drainage basin divide,Local,Local,1.65574002,8742.29481886384
465,4,Local drainage basin divide,Local,Local,0.25192499,1330.16178734156
466,4,Local drainage basin divide,Local,Local,0.21007099,1109.17358794692
467,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.36658498,1935.56918834665
468,3,Subregional drainage basin divide,Subregional,Subregional,0.17762699,937.869140092108
469,4,Local drainage basin divide,Local,Local,0.85089498,4492.72691748308
470,5,Stream reach basin divide,Stream Reach,Reach,0.0963459,508.706271584988
471,4,Local drainage basin divide,Local,Local,0.95364099,5035.2253809244
472,5,Stream reach basin divide,Stream Reach,Reach,0.344002,1816.32665005543
473,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.45640501,2409.81967970522
474,3,Subregional drainage basin divide,Subregional,Subregional,0.59686297,3151.43387326258
475,3,Subregional drainage basin divide,Subregional,Subregional,1.24573004,6577.47465072754
476,4,Local drainage basin divide,Local,Local,1.64330995,8676.66356288076
477,1,Major drainage basin divide,Major,Major,0.31568199,1666.80191948275
478,2,Regional drainage basin divide,Regional,Regional,0.88147199,4654.17337601549
479,2,Regional drainage basin divide,Regional,Regional,0.38004299,2006.62520542294
480,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.50230401,2652.16669281607
481,3,Subregional drainage basin divide,Subregional,Subregional,1.18122005,6236.81673233914
482,4,Local drainage basin divide,Local,Local,2.21608996,11700.9781556464
483,3,Subregional drainage basin divide,Subregional,Subregional,0.105172,555.309532086928
484,3,Subregional drainage basin divide,Subregional,Subregional,0.93691802,4946.92597855349
485,4,Local drainage basin divide,Local,Local,0.39327698,2076.50005750551
486,2,Regional drainage basin divide,Regional,Regional,0.01984949,104.804425754087
487,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.58120298,3068.75110373697
488,2,Regional drainage basin divide,Regional,Regional,1.10847997,5852.77798903023
489,4,Local drainage basin divide,Local,Local,0.261092,1378.56538541603
490,4,Local drainage basin divide,Local,Local,1.23664999,6529.50884760062
491,4,Local drainage basin divide,Local,Local,1.79585003,9482.06465611432
492,5,Stream reach basin divide,Stream Reach,Reach,0.89255899,4712.71209835353
493,4,Local drainage basin divide,Local,Local,0.90512299,4779.05093263681
494,4,Local drainage basin divide,Local,Local,0.53449201,2822.11921865233
495,4,Local drainage basin divide,Local,Local,1.39556002,7368.54293910318
496,5,Stream reach basin divide,Stream Reach,Reach,0.121714,642.650555243149
497,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.77274,9360.06795956624
498,2,Regional drainage basin divide,Regional,Regional,0.0312108,164.793307518424
499,4,Local drainage basin divide,Local,Local,0.08270929,436.705401327465
500,4,Local drainage basin divide,Local,Local,1.16092002,6129.66922819717
501,3,Subregional drainage basin divide,Subregional,Subregional,0.48636201,2567.9908596992
502,3,Subregional drainage basin divide,Subregional,Subregional,0.42031601,2219.26940730755
503,3,Subregional drainage basin divide,Subregional,Subregional,1.24268996,6561.37838940551
504,4,Local drainage basin divide,Local,Local,0.62255901,3287.11204901789
505,4,Local drainage basin divide,Local,Local,0.21286599,1123.93513923699
506,4,Local drainage basin divide,Local,Local,1.03991997,5490.78741540988
507,3,Subregional drainage basin divide,Subregional,Subregional,0.35353401,1866.66098250007
508,3,Subregional drainage basin divide,Subregional,Subregional,0.59244602,3128.11582099063
509,4,Local drainage basin divide,Local,Local,0.242143,1278.5147994823
510,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.50068497,2643.61477550417
511,4,Local drainage basin divide,Local,Local,1.43422996,7572.72108535194
512,4,Local drainage basin divide,Local,Local,0.26507499,1399.59480726302
513,4,Local drainage basin divide,Local,Local,0.31099501,1642.05195961216
514,4,Local drainage basin divide,Local,Local,0.19976499,1054.75787204107
515,5,Stream reach basin divide,Stream Reach,Reach,0.11230599,592.976526680615
516,4,Local drainage basin divide,Local,Local,1.84680998,9751.13064519438
517,9,State boundary,State Boundary,Reach,1.40372002,7411.64064607507
518,2,Regional drainage basin divide,Regional,Regional,0.122614,647.403189263709
519,2,Regional drainage basin divide,Regional,Regional,0.18119299,956.699803285565
520,3,Subregional drainage basin divide,Subregional,Subregional,0.96801298,5111.11078032394
521,2,Regional drainage basin divide,Regional,Regional,0.22864599,1207.24904775809
522,4,Local drainage basin divide,Local,Local,1.22967994,6492.71475684698
523,4,Local drainage basin divide,Local,Local,0.25305598,1336.13713637557
524,4,Local drainage basin divide,Local,Local,0.78341102,4136.40837329511
525,4,Local drainage basin divide,Local,Local,0.39289799,2074.49930486335
526,5,Stream reach basin divide,Stream Reach,Reach,0.46827301,2472.48248290081
527,4,Local drainage basin divide,Local,Local,0.25846099,1364.67419162874
528,4,Local drainage basin divide,Local,Local,0.95533001,5044.1418198729
529,4,Local drainage basin divide,Local,Local,0.781098,4124.19548309909
530,3,Subregional drainage basin divide,Subregional,Subregional,0.61070501,3224.52330928371
531,4,Local drainage basin divide,Local,Local,0.60706299,3205.29494504093
532,4,Local drainage basin divide,Local,Local,0.246984,1304.07502358819
533,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.65517997,8739.34697383382
534,4,Local drainage basin divide,Local,Local,0.33307099,1758.61629346266
535,3,Subregional drainage basin divide,Subregional,Subregional,0.174011,918.777766734149
536,3,Subregional drainage basin divide,Subregional,Subregional,0.58451002,3086.21200042949
537,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.15047299,794.499643894653
538,4,Local drainage basin divide,Local,Local,2.90739989,15351.0665158315
539,2,Regional drainage basin divide,Regional,Regional,1.28008997,6758.87477597881
540,4,Local drainage basin divide,Local,Local,1.94079995,10247.4181592375
541,4,Local drainage basin divide,Local,Local,2.34581995,12385.9211698805
542,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.04191994,5501.31419062524
543,4,Local drainage basin divide,Local,Local,0.42027598,2219.05778886101
544,4,Local drainage basin divide,Local,Local,0.321772,1698.95430024426
545,2,Regional drainage basin divide,Regional,Regional,1.35958003,7178.57883807663
546,6,Lake impoundment basin divide,Lake Impoundment,Reach,1.28831994,6802.34135985131
547,9,State boundary,State Boundary,Reach,0.82868599,4375.4625823195
548,4,Local drainage basin divide,Local,Local,1.66943001,8814.58544435515
549,4,Local drainage basin divide,Local,Local,0.52604401,2777.51189466445
550,4,Local drainage basin divide,Local,Local,0.79729402,4209.71511605512
551,2,Regional drainage basin divide,Regional,Regional,0.82971,4380.86831173612
552,4,Local drainage basin divide,Local,Local,0.140374,741.174489168386
553,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.86444997,4564.29797378595
554,4,Local drainage basin divide,Local,Local,0.12744,672.885447144438
555,4,Local drainage basin divide,Local,Local,0.26741498,1411.95125625696
556,2,Regional drainage basin divide,Regional,Regional,1.07773995,5690.46766787621
557,5,Stream reach basin divide,Stream Reach,Reach,0.952569,5029.56678054111
558,4,Local drainage basin divide,Local,Local,0.25856798,1365.23853994443
559,5,Stream reach basin divide,Stream Reach,Reach,0.216736,1144.36531052746
560,4,Local drainage basin divide,Local,Local,0.17525799,925.362533837243
561,4,Local drainage basin divide,Local,Local,0.42563399,2247.34671457972
562,4,Local drainage basin divide,Local,Local,0.29790401,1572.93285570492
563,4,Local drainage basin divide,Local,Local,0.112057,591.662690045299
564,2,Regional drainage basin divide,Regional,Regional,0.86905699,4588.62401627729
565,5,Stream reach basin divide,Stream Reach,Reach,0.16870799,890.776379008663
566,4,Local drainage basin divide,Local,Local,0.161832,854.473022220933
567,3,Subregional drainage basin divide,Subregional,Subregional,1.26505005,6679.45022606005
