State,Zip Code,2017,2018,2019,2020,2021,2022,2023,Unnamed: 9
California (CA),91222,*,*,*,*,*,*,*,
California (CA),91224,*,*,*,*,*,*,*,
California (CA),91225,*,*,*,*,*,*,*,
California (CA),91226,*,*,*,*,*,*,*,
California (CA),91301,142,139,154,96,108,76,80,
California (CA),91302,158,144,130,110,82,93,87,
California (CA),91303,70,56,45,48,37,36,33,
California (CA),91304,180,213,223,146,136,108,118,
California (CA),91305,*,*,*,*,*,*,*,
California (CA),91306,171,154,143,130,112,102,77,
California (CA),91307,164,164,141,116,98,102,86,
California (CA),91308,*,*,*,*,*,*,*,
California (CA),91309,*,*,*,*,*,*,*,
California (CA),91310,*,*,*,*,*,*,*,
California (CA),91311,226,202,181,141,180,130,111,
California (CA),91313,*,*,*,*,*,*,*,
California (CA),91316,137,166,159,124,137,82,94,
California (CA),91319,*,*,*,*,*,*,*,
California (CA),91320,269,239,248,183,179,170,120,
California (CA),91321,158,158,164,133,105,87,85,
California (CA),91322,*,*,*,*,*,*,*,
California (CA),91324,146,126,110,103,93,82,89,
California (CA),91325,119,139,120,112,100,75,89,
California (CA),91326,221,225,229,167,152,138,128,
California (CA),91327,*,11,*,*,*,*,*,
California (CA),91328,*,*,*,*,*,*,*,
California (CA),91329,*,*,*,*,*,*,*,
California (CA),91330,*,*,*,*,*,*,*,
California (CA),91331,221,240,207,187,176,150,124,
California (CA),91333,*,*,*,*,*,*,*,
California (CA),91334,*,*,*,*,*,*,*,
California (CA),91335,208,205,184,167,127,107,106,
California (CA),91337,*,*,*,*,*,*,*,
California (CA),91340,94,86,66,72,59,69,59,
California (CA),91341,*,*,*,*,*,*,*,
California (CA),91342,267,242,259,169,191,161,151,
California (CA),91343,167,182,152,128,134,122,93,
California (CA),91344,270,250,261,221,194,167,160,
California (CA),91345,78,80,85,52,43,56,37,
California (CA),91346,*,*,*,*,*,*,*,
California (CA),91350,129,121,127,93,105,88,77,
California (CA),91351,105,93,90,78,60,64,56,
California (CA),91352,112,139,136,94,77,81,76,
California (CA),91353,*,*,*,*,*,*,*,
California (CA),91354,112,109,100,73,73,75,79,
California (CA),91355,177,154,145,134,105,117,86,
California (CA),91356,180,165,129,123,120,86,98,
California (CA),91357,11,13,14,*,*,*,*,
California (CA),91358,*,*,*,*,*,*,*,
California (CA),91359,12,12,17,*,11,*,*,
California (CA),91360,342,298,306,238,251,223,184,
California (CA),91361,221,197,163,166,118,148,107,
California (CA),91362,223,229,202,163,146,155,115,
California (CA),91364,165,176,152,128,119,117,92,
California (CA),91365,12,*,*,*,*,*,*,
California (CA),91367,221,252,221,191,140,139,149,
California (CA),91371,*,*,*,*,*,*,*,
California (CA),91372,*,*,*,*,*,*,*,
California (CA),91376,*,*,*,*,*,*,*,
California (CA),91377,65,74,49,50,37,46,37,
California (CA),91380,11,*,*,12,*,*,*,
California (CA),91381,60,67,54,49,38,35,35,
California (CA),91382,*,*,*,*,*,*,*,
California (CA),91383,*,*,*,*,*,*,*,
California (CA),91384,65,83,56,48,36,38,44,
California (CA),91385,*,*,*,*,*,*,*,
California (CA),91386,*,*,*,*,*,*,*,
California (CA),91387,113,104,108,99,91,61,64,
California (CA),91390,80,70,71,47,54,52,37,
California (CA),91392,*,*,*,*,*,*,*,
California (CA),91393,*,*,*,*,*,*,*,
California (CA),91394,*,*,*,*,*,*,*,
California (CA),91395,*,*,*,*,*,*,*,
California (CA),91396,*,*,*,*,*,*,*,
California (CA),91401,108,113,102,94,80,64,61,
California (CA),91402,120,99,104,82,83,93,48,
California (CA),91403,111,95,114,88,78,65,47,
California (CA),91404,*,*,*,*,*,*,*,
California (CA),91405,102,89,85,66,58,69,39,
California (CA),91406,170,158,139,128,91,103,64,
California (CA),91407,*,*,*,*,*,*,*,
California (CA),91408,*,*,*,*,*,*,*,
California (CA),91409,*,*,*,*,*,*,*,
California (CA),91410,*,*,*,*,*,*,*,
California (CA),91411,45,67,60,40,31,29,34,
California (CA),91412,*,*,*,*,*,*,*,
California (CA),91413,*,13,*,*,*,*,*,
California (CA),91416,*,*,*,*,*,*,*,
California (CA),91423,153,151,131,115,115,90,83,
California (CA),91426,*,*,*,*,*,*,*,
California (CA),91436,107,114,121,87,94,64,62,
California (CA),91470,*,*,*,*,*,*,*,
California (CA),91482,*,*,*,*,*,*,*,
California (CA),91495,*,*,*,*,*,*,*,
California (CA),91496,*,*,*,*,*,*,*,
California (CA),91499,*,*,*,*,*,*,*,
California (CA),91501,98,85,81,57,53,56,46,
California (CA),91502,27,24,21,12,16,15,12,
California (CA),91503,*,*,*,*,*,*,*,
California (CA),91504,138,112,117,92,90,67,69,
California (CA),91505,137,148,146,127,91,82,84,
California (CA),91506,110,87,94,82,81,66,52,
California (CA),91507,*,*,*,*,*,*,*,
California (CA),91508,*,*,*,*,*,*,*,
California (CA),91510,*,*,*,*,*,*,*,
California (CA),91521,*,*,*,*,*,*,*,
California (CA),91522,*,*,*,*,*,*,*,
California (CA),91523,*,*,*,*,*,*,*,
California (CA),91526,*,*,*,*,*,*,*,
California (CA),91601,72,90,65,55,43,42,46,
California (CA),91602,75,59,55,48,45,33,33,
California (CA),91603,*,*,*,*,*,*,*,
California (CA),91604,139,150,114,117,97,84,82,
California (CA),91605,129,128,119,87,95,85,71,
California (CA),91606,119,109,97,81,98,63,76,
California (CA),91607,126,104,89,83,84,78,55,
California (CA),91608,*,*,*,*,*,*,*,
California (CA),91609,*,*,*,*,*,*,*,
California (CA),91610,*,*,*,*,*,*,*,
California (CA),91611,*,*,*,*,*,*,*,
California (CA),91612,*,*,*,*,*,*,*,
California (CA),91614,*,*,*,*,*,*,*,
California (CA),91615,*,*,*,*,*,*,*,
California (CA),91616,*,*,*,*,*,*,*,
California (CA),91617,*,*,*,*,*,*,*,
California (CA),91618,*,*,*,*,*,*,*,
California (CA),91701,209,188,179,171,144,135,100,
California (CA),91702,178,191,184,150,127,123,103,
California (CA),91706,189,180,189,138,144,127,111,
California (CA),91708,12,13,12,22,18,11,11,
California (CA),91709,254,242,226,219,193,171,139,
California (CA),91710,276,268,267,220,200,189,143,
California (CA),91711,265,284,260,217,200,162,161,
California (CA),91714,*,*,*,*,*,*,*,
California (CA),91715,*,*,*,*,*,*,*,
California (CA),91716,*,*,*,*,*,*,*,
California (CA),91722,142,150,129,118,91,91,91,
California (CA),91723,85,79,74,63,46,52,46,
California (CA),91724,141,121,146,98,106,79,58,
California (CA),91729,*,11,13,*,*,*,*,
California (CA),91730,202,202,186,146,141,132,112,
California (CA),91731,71,82,51,52,39,35,46,
California (CA),91732,134,135,137,97,100,84,84,
California (CA),91733,105,101,115,102,74,66,61,
California (CA),91734,*,*,*,*,*,*,*,
California (CA),91735,*,*,*,*,*,*,*,
California (CA),91737,99,104,104,90,74,64,66,
California (CA),91739,86,75,90,69,60,64,53,
California (CA),91740,149,123,124,101,116,84,61,
California (CA),91741,169,189,171,144,129,104,115,
California (CA),91743,*,*,*,*,*,*,*,
California (CA),91744,240,234,232,161,158,153,142,
California (CA),91745,362,327,346,291,269,243,206,
California (CA),91746,143,119,86,91,66,81,62,
California (CA),91747,*,*,*,*,*,*,*,
California (CA),91748,221,236,202,162,153,156,161,
California (CA),91749,*,*,*,*,*,*,*,
California (CA),91750,293,255,262,229,206,177,140,
California (CA),91752,92,102,95,69,71,58,67,
California (CA),91754,284,260,254,213,201,206,144,
California (CA),91755,171,148,143,135,129,102,94,
California (CA),91756,*,*,*,*,*,*,*,
California (CA),91758,*,*,*,*,*,*,*,
California (CA),91759,*,13,*,*,*,*,*,
California (CA),91761,129,155,139,109,123,102,85,
California (CA),91762,183,194,159,136,120,118,113,
California (CA),91763,105,92,119,86,56,64,47,
California (CA),91764,135,108,99,81,83,73,63,
California (CA),91765,251,233,221,190,188,166,131,
California (CA),91766,149,153,136,137,124,104,91,
California (CA),91767,160,125,154,90,98,94,76,
California (CA),91768,73,71,66,50,53,50,45,
California (CA),91769,13,*,*,*,*,*,*,
California (CA),91770,246,203,230,192,145,154,113,
California (CA),91771,*,*,*,*,*,*,*,
California (CA),91772,*,*,*,*,*,*,*,
California (CA),91773,205,201,208,183,142,106,118,
California (CA),91775,127,140,136,123,114,84,96,
California (CA),91776,127,128,132,105,106,67,87,
California (CA),91778,*,*,*,*,*,*,*,
California (CA),91780,168,194,155,156,117,99,112,
California (CA),91784,217,198,191,171,133,147,119,
California (CA),91785,11,*,*,*,*,*,*,
California (CA),91786,206,208,221,189,144,106,108,
California (CA),91788,*,*,*,*,*,*,*,
California (CA),91789,242,255,223,188,156,170,151,
California (CA),91790,174,174,184,156,119,105,111,
California (CA),91791,176,191,153,160,129,110,106,
California (CA),91792,108,113,100,88,79,74,64,
California (CA),91793,*,*,*,*,*,*,*,
California (CA),91801,266,273,228,232,220,177,144,
California (CA),91802,*,*,*,*,*,*,*,
California (CA),91803,148,156,130,126,116,103,95,
California (CA),91804,*,*,*,*,*,*,*,
California (CA),91896,*,*,*,*,*,*,*,
California (CA),91899,*,*,*,*,*,*,*,
California (CA),91901,121,98,75,62,64,66,68,
California (CA),91902,147,154,142,116,112,99,101,
California (CA),91903,20,19,19,16,11,*,*,
California (CA),91905,13,*,15,*,*,*,*,
California (CA),91906,28,19,13,11,20,18,12,
California (CA),91908,*,*,*,11,*,*,*,
California (CA),91909,*,*,*,*,11,*,*,
California (CA),91910,418,428,349,308,284,260,238,
California (CA),91911,384,424,406,338,298,262,236,
California (CA),91912,42,37,33,33,21,30,19,
California (CA),91913,150,144,147,114,114,96,82,
California (CA),91914,58,50,35,47,43,35,36,
California (CA),91915,65,85,71,65,53,46,47,
California (CA),91916,11,17,17,*,11,*,*,
California (CA),91917,*,12,*,*,*,*,*,
California (CA),91921,*,*,*,*,*,*,*,
California (CA),91931,*,*,*,*,*,*,*,
California (CA),91932,96,111,104,84,69,68,53,
California (CA),91933,*,*,*,*,*,*,*,
California (CA),91934,*,*,*,*,*,*,*,
California (CA),91935,76,68,64,63,56,62,37,
California (CA),91941,260,256,187,164,157,141,125,
California (CA),91942,249,212,215,167,146,149,140,
California (CA),91943,*,*,*,*,*,*,*,
California (CA),91944,11,11,13,16,*,*,*,
California (CA),91945,132,118,106,81,87,69,64,
California (CA),91946,*,*,*,*,*,*,*,
California (CA),91947,*,*,*,*,*,*,*,
California (CA),91948,*,*,*,*,*,*,*,
California (CA),91950,237,261,226,183,167,158,144,
California (CA),91951,*,13,*,*,*,*,*,
California (CA),91962,14,13,*,*,*,*,11,
California (CA),91963,*,*,*,*,*,*,*,
California (CA),91976,*,*,*,*,*,*,*,
California (CA),91977,255,265,250,231,189,189,174,
California (CA),91978,46,39,47,30,29,32,26,
California (CA),91979,*,*,*,*,*,*,*,
California (CA),91980,13,18,18,17,18,*,12,
California (CA),91987,*,*,*,*,*,*,*,
California (CA),92003,44,40,41,39,30,30,23,
California (CA),92004,42,42,36,31,38,26,17,
California (CA),92007,74,71,61,74,50,41,37,
California (CA),92008,209,171,191,167,131,115,93,
California (CA),92009,264,232,248,197,178,161,120,
California (CA),92010,87,110,94,82,89,63,76,
California (CA),92011,172,159,154,138,119,94,98,
California (CA),92013,*,*,*,*,*,*,*,
California (CA),92014,144,124,122,105,73,85,73,
California (CA),92018,11,18,14,16,*,*,*,
California (CA),92019,263,233,239,187,164,149,129,
California (CA),92020,275,268,224,171,162,150,143,
California (CA),92021,305,285,276,237,213,185,149,
California (CA),92022,*,*,*,*,*,*,*,
California (CA),92023,14,17,11,13,*,*,*,
California (CA),92024,319,289,289,262,225,187,153,
California (CA),92025,187,178,169,135,135,119,107,
California (CA),92026,333,304,280,262,209,206,183,
California (CA),92027,240,229,206,144,160,137,132,
California (CA),92028,353,389,333,288,257,232,196,
California (CA),92029,109,123,130,100,90,61,68,
California (CA),92030,*,*,*,*,*,*,*,
California (CA),92033,18,13,11,*,*,12,*,
California (CA),92036,34,40,34,40,31,13,19,
California (CA),92037,340,393,371,283,245,224,220,
California (CA),92038,29,22,11,26,15,13,*,
California (CA),92039,*,*,*,*,*,*,*,
California (CA),92040,273,232,210,167,158,153,131,
California (CA),92046,12,*,14,*,12,*,*,
California (CA),92049,*,*,*,*,*,*,*,
California (CA),92051,*,15,*,*,*,*,*,
California (CA),92052,*,*,11,*,*,*,*,
California (CA),92054,208,210,164,158,148,115,113,
California (CA),92055,*,*,*,*,*,*,*,
California (CA),92056,399,416,373,363,316,257,227,
California (CA),92057,366,302,323,301,251,220,196,
California (CA),92058,102,114,100,83,89,81,70,
California (CA),92059,*,*,13,*,*,*,*,
California (CA),92060,*,*,*,*,*,*,*,
California (CA),92061,21,22,28,19,11,*,*,
California (CA),92064,248,243,248,205,183,145,138,
California (CA),92065,179,194,193,152,147,103,113,
California (CA),92066,*,*,*,*,*,*,*,
California (CA),92067,122,107,99,76,76,61,58,
California (CA),92068,*,*,*,*,*,*,*,
California (CA),92069,172,166,168,158,132,116,109,
California (CA),92070,12,11,*,12,11,12,*,
California (CA),92071,272,291,268,217,208,186,151,
California (CA),92072,11,*,*,*,*,*,*,
California (CA),92074,*,*,*,*,*,*,*,
California (CA),92075,106,103,101,87,77,81,57,
California (CA),92078,292,325,294,251,234,196,177,
California (CA),92079,11,*,*,*,*,*,*,
California (CA),92081,146,129,141,115,108,84,65,
California (CA),92082,133,122,125,97,104,95,70,
California (CA),92083,93,109,113,87,78,50,58,
California (CA),92084,288,269,259,238,189,186,154,
California (CA),92085,21,22,17,15,12,11,13,
California (CA),92086,31,21,12,*,15,20,*,
California (CA),92088,26,18,19,*,17,15,12,
California (CA),92091,18,11,*,15,*,15,*,
California (CA),92092,*,*,*,*,*,*,*,
California (CA),92093,*,*,*,*,*,*,*,
California (CA),92096,*,*,*,*,*,*,*,
California (CA),92101,145,142,147,111,99,90,60,
California (CA),92102,101,134,95,85,84,72,81,
California (CA),92103,211,221,211,159,134,132,115,
California (CA),92104,131,118,148,93,95,80,80,
California (CA),92105,144,154,125,92,108,85,94,
California (CA),92106,178,151,145,105,88,101,83,
California (CA),92107,146,139,100,105,110,83,81,
California (CA),92108,78,51,65,44,41,46,31,
California (CA),92109,181,201,210,163,140,129,102,
California (CA),92110,162,165,133,129,90,71,80,
California (CA),92111,264,231,218,195,158,156,128,
California (CA),92112,16,13,18,13,13,*,*,
California (CA),92113,114,112,110,79,79,77,58,
California (CA),92114,322,318,279,221,268,190,175,
California (CA),92115,169,173,140,139,99,93,101,
California (CA),92116,125,98,128,79,86,78,59,
California (CA),92117,376,344,319,278,237,217,180,
California (CA),92118,168,147,145,134,119,100,85,
California (CA),92119,201,230,187,146,129,133,118,
California (CA),92120,239,212,214,185,183,154,125,
California (CA),92121,26,13,18,11,*,16,*,
California (CA),92122,241,276,254,187,177,185,176,
California (CA),92123,143,129,110,97,102,75,70,
California (CA),92124,114,116,117,105,74,72,67,
California (CA),92126,285,242,259,197,208,166,140,
California (CA),92127,130,135,121,91,115,89,94,
California (CA),92128,397,390,363,306,291,252,207,
California (CA),92129,196,181,178,136,103,127,106,
California (CA),92130,134,160,154,108,104,89,93,
California (CA),92131,129,131,126,114,119,98,88,
California (CA),92132,*,*,*,*,*,*,*,
California (CA),92134,*,*,*,*,*,*,*,
California (CA),92135,*,*,*,*,*,*,*,
California (CA),92136,*,*,*,*,*,*,*,
California (CA),92137,*,*,*,*,*,*,*,
California (CA),92138,12,14,*,*,17,*,*,
California (CA),92139,175,143,142,137,117,105,81,
California (CA),92140,*,*,*,*,*,*,*,
California (CA),92142,*,*,*,*,*,*,*,
California (CA),92143,68,70,58,51,36,47,44,
California (CA),92145,*,*,*,*,*,*,*,
California (CA),92147,*,*,*,*,*,*,*,
California (CA),92149,*,*,*,*,*,*,*,
California (CA),92150,*,12,*,*,*,*,*,
California (CA),92152,*,*,*,*,*,*,*,
California (CA),92153,*,15,*,*,*,*,*,
California (CA),92154,391,389,345,311,298,259,256,
California (CA),92155,*,*,*,*,*,*,*,
California (CA),92158,*,*,*,*,*,*,*,
California (CA),92159,*,*,*,*,*,*,*,
California (CA),92160,*,*,*,*,*,*,*,
California (CA),92161,*,*,*,*,*,*,*,
California (CA),92163,*,11,11,*,*,*,*,
California (CA),92164,*,*,*,*,*,*,*,
California (CA),92165,*,*,*,*,*,*,*,
California (CA),92166,*,*,*,*,*,*,*,
California (CA),92167,*,*,*,*,*,*,*,
California (CA),92168,*,*,*,*,*,*,*,
California (CA),92169,13,*,12,*,*,*,*,
California (CA),92170,*,*,*,*,*,*,*,
California (CA),92171,*,*,*,*,*,*,*,
California (CA),92172,*,*,*,*,*,*,*,
California (CA),92173,194,207,197,152,171,159,139,
California (CA),92174,*,*,*,*,*,*,*,
California (CA),92175,*,*,*,*,*,*,*,
California (CA),92176,*,*,*,*,*,*,*,
California (CA),92177,*,*,*,*,*,*,*,
California (CA),92178,24,24,14,30,14,13,*,
California (CA),92179,*,*,*,*,*,*,*,
California (CA),92182,*,*,*,*,*,*,*,
California (CA),92186,*,*,*,*,*,*,*,
California (CA),92187,*,*,*,*,*,*,*,
California (CA),92190,*,*,*,*,*,*,*,
California (CA),92191,*,*,*,*,*,*,*,
California (CA),92192,11,*,*,*,*,*,*,
California (CA),92193,*,*,*,*,*,*,*,
California (CA),92195,*,*,*,*,*,*,*,
California (CA),92196,11,*,*,*,*,*,*,
California (CA),92197,*,*,*,*,*,*,*,
California (CA),92198,13,13,14,14,*,*,*,
California (CA),92199,*,*,*,*,*,*,*,
California (CA),92201,259,252,212,175,179,150,140,
California (CA),92202,18,14,17,*,*,*,*,
California (CA),92203,177,221,164,157,145,113,133,
California (CA),92210,71,88,54,53,61,40,47,
California (CA),92211,465,413,374,351,338,305,233,
California (CA),92220,425,350,306,278,243,236,184,
California (CA),92222,*,*,*,*,*,*,*,
California (CA),92223,296,304,287,257,227,196,197,
California (CA),92225,51,72,58,36,47,37,28,
California (CA),92226,*,11,*,*,*,*,*,
California (CA),92227,70,89,78,65,60,50,45,
California (CA),92230,13,*,*,*,*,12,*,
California (CA),92231,198,216,189,143,151,135,115,
California (CA),92232,40,41,57,28,35,52,34,
California (CA),92233,15,13,11,*,*,*,*,
California (CA),92234,300,247,241,200,175,194,155,
California (CA),92235,12,*,*,*,*,*,*,
California (CA),92236,58,51,57,44,43,42,43,
California (CA),92239,*,*,*,*,*,*,*,
California (CA),92240,117,143,143,97,121,75,86,
California (CA),92241,86,75,76,82,69,55,41,
California (CA),92242,26,12,14,*,*,13,*,
California (CA),92243,153,166,146,99,145,119,103,
California (CA),92244,13,24,*,20,11,12,14,
California (CA),92247,15,19,18,*,11,*,*,
California (CA),92248,*,13,*,*,*,*,*,
California (CA),92249,20,19,23,*,11,*,14,
California (CA),92250,38,34,37,31,23,23,19,
California (CA),92251,50,61,55,41,44,28,41,
California (CA),92252,65,65,68,56,42,42,37,
California (CA),92253,271,249,227,207,195,192,170,
California (CA),92254,12,12,17,*,12,*,*,
California (CA),92255,15,12,12,17,14,*,12,
California (CA),92256,19,26,27,22,22,11,12,
California (CA),92257,16,19,*,15,12,*,11,
California (CA),92258,*,*,*,*,*,*,*,
California (CA),92259,*,*,*,*,*,*,*,
California (CA),92260,368,386,309,299,269,225,212,
California (CA),92261,27,20,20,11,16,12,*,
California (CA),92262,186,182,159,160,131,124,90,
California (CA),92263,44,36,36,18,32,23,12,
California (CA),92264,204,210,221,171,148,137,98,
California (CA),92266,*,*,*,*,*,*,*,
California (CA),92267,*,*,*,*,*,*,*,
California (CA),92268,*,*,*,*,*,*,*,
California (CA),92270,270,273,234,203,178,195,186,
California (CA),92273,*,*,*,*,*,*,*,
California (CA),92274,43,48,47,22,36,24,22,
California (CA),92275,*,*,*,*,*,*,*,
California (CA),92276,64,65,46,37,48,36,37,
California (CA),92277,81,92,97,52,55,52,49,
California (CA),92278,*,*,*,*,*,*,*,
California (CA),92280,*,*,*,*,*,*,*,
California (CA),92281,14,*,11,*,*,13,*,
California (CA),922,,,,,,,,
