OBJECTID,OHV_AREA_ID,OHV_AREA_NM,OHV_AREA_NR,ADMIN_ST,ADM_UNIT_CD,ADMU_NM,LUPA_ID,LUP_NM,ROD_DT,LUP_OHV_DSGNTN,OHV_LMTN_CD,OHV_LMTN_TX,LUP_DCLR_ACRES,GIS_ACRES,BLM_ACRES,GlobalID,SHAPE_Length,SHAPE_Area
511,OHV-CO-CON02000-012,,012,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,657.3195027,646.21876689,{D39E6EA6-EC2B-4693-A2F3-D06BCA40D123},6521.84936597037,2660077.65105558
512,OHV-CO-CON02000-013,,013,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,42.08099098,40.76885887,{9220EA3C-0274-4526-B99C-BF04FBE6955F},1650.83256424861,170295.728605277
513,OHV-CO-CON02000-014,,014,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,159.13416137,155.63997243,{C2B3E1F3-9758-469F-AD6E-7F8DCDB58169},3210.25378092625,643993.102971999
514,OHV-CO-CON02000-015,,015,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,161.05315862,159.22085604,{3288F753-82AC-426A-8E68-3A8458D96F05},3229.33035930815,651759.009294066
515,OHV-CO-CON02000-016,,016,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,289.13082667,278.23217989,{779F30BC-7F49-4497-BA3A-04D0F5F0E9A9},4721.65138103583,1198097.04406468
516,OHV-CO-CON02000-017,,017,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,76.92937184,75.33616381,{13C4F0F0-E046-4130-85C0-358758C9EE3C},2355.33353604058,313784.602942571
517,OHV-CO-CON02000-018,,018,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,645.18491675,641.38438149,{D0396027-3F8D-412D-9DA7-D67AEB8BF318},6469.47261124436,2610970.72396622
518,OHV-CO-CON02000-019,,019,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,85.68541034,69.90817171,{AE2F7FAE-A220-47D4-8CFB-70A0E66B03CC},2410.67588385794,315838.931325179
519,OHV-CO-CON02000-020,,020,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,57.24357068,57.0314123,{673455BD-892E-4F1F-BA20-B73FB621B8BA},1950.51016390611,231656.511663747
520,OHV-CO-CON02000-021,,021,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,38.83847174,37.96209997,{D6E1CA7A-50C0-4B48-BC9F-080CC477B16A},1579.0103119128,155782.002266481
521,OHV-CO-CON02000-022,,022,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,250.74294359,215.79117786,{F982E53E-566D-4CBE-8EB2-1FC658DD26C3},5706.58783796176,1014720.69161945
522,OHV-CO-CON02000-023,,023,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,400.26909292,376.72579941,{40D13E08-6D94-4718-AD01-C0FCEDD8E4DD},7172.31676819463,1592842.92997651
523,OHV-CO-CON02000-024,,024,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,39.45009223,36.32503711,{446AA656-2E1A-4FBD-AF1D-28A9474AADB0},1588.83264836703,157752.82259146
524,OHV-CO-CON02000-025,,025,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,4356.26894372,4305.30676618,{DF63DF6C-E3D4-41B5-B176-5C289D2B0D12},36217.4966541074,17629194.9525818
525,OHV-CO-CON02000-026,,026,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,38.66861274,37.59229422,{750E3B15-E19F-42BE-A450-3666C6D0C970},1555.13364875969,150885.396804241
526,OHV-CO-CON02000-027,,027,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,646.94635753,642.72223294,{7A6216ED-A1C6-4103-9446-5BD4EFC7BA12},6476.94524427238,2618099.02192666
527,OHV-CO-CON02000-028,,028,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,76.95652038,76.14335702,{2D6309AE-8AE1-461D-A388-EF97F5D44376},2349.29631759641,311431.988746441
528,OHV-CO-CON02000-029,,029,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,30.49897922,28.28818575,{5CD4F7F0-2DA1-4EB6-B695-814DB08A6F88},2241.07790595538,123424.989915784
529,OHV-CO-CON02000-030,,030,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,240.22540317,232.72594944,{CB3FCFD9-761A-4E48-8DE4-1D510796B8B0},4009.4960889091,972157.715631834
530,OHV-CO-CON02000-031,,031,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,9.80662215,8.53998181,{3C4D4EF6-7D8D-4CE8-B10E-F3D0487AF230},1081.08712576662,39685.9918336679
531,OHV-CO-CON02000-032,,032,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,40.77300319,40.36802692,{96EA9B4D-DD12-4141-A877-D5472969FE5D},1636.33742155081,165002.489819151
532,OHV-CO-CON02000-033,,033,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,566.05965975,560.7817501,{A00E0627-CB26-4524-BE37-9A44E3D3994C},6477.73264827351,2290762.1695054
533,OHV-CO-CON02000-034,,034,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,85.54516627,81.44005991,{88331E25-E3A9-44C8-903C-BA334E1570CF},2472.43142160147,342115.830615084
535,OHV-CO-CON02000-036,,036,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,120.38871843,118.75916527,{E8267E92-83EC-4479-8776-942DF61F967B},3228.39400376203,487195.858353531
536,OHV-CO-CON02000-037,,037,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,118.43123763,116.28699316,{D4A7251D-CD72-43D0-A0FB-A2745DF8AA99},3206.1960937727,479274.214611515
537,OHV-CO-CON02000-038,,038,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,40.43516413,39.72211207,{29445DC9-5685-4B19-AB2B-5FCFBCB0585B},1618.25780703129,163635.303663832
538,OHV-CO-CON02000-039,,039,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,614.25248317,602.9074763,{6E5746E4-3311-45DE-A8A6-45A360104085},9778.5237735743,2485791.60648937
539,OHV-CO-CON02000-040,,040,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,1654.74283339,1649.79492151,{4982BAD9-9490-4FE6-9AF7-FF0C9D4F5BE0},13715.8679599549,6696506.66271798
540,OHV-CO-CON02000-041,,041,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,161.28055163,157.25097818,{695D237A-97F0-4E26-A04E-E2C636F0157C},4043.02436751716,652679.236151849
541,OHV-CO-CON02000-042,,042,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,202.23023782,200.2965455,{BF0EA5BA-9802-4970-BBF8-93BB3D12CB0E},4851.78392003265,818396.736732866
542,OHV-CO-CON02000-043,,043,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,1287.41664499,1280.32853123,{735A787F-E020-4E44-824A-463C98F33CCB},19728.179750969,5209990.31833185
543,OHV-CO-CON02000-044,,044,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,201.09592504,193.57248929,{AE38E1B7-C27A-4F8F-8CEC-11A65ADA216E},4845.31396409014,813806.335752695
544,OHV-CO-CON02000-045,,045,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,40.72764244,40.66265523,{EC4BD86C-0701-4B15-8C84-C5D2D3FE7FB5},1623.9658031266,164818.921373778
545,OHV-CO-CON02000-046,,046,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,82.27785807,81.65743522,{642B07F8-A85B-47B9-B921-335A2E15D6BB},2444.73094685777,332966.678336145
546,OHV-CO-CON02000-047,,047,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,2535.02466942,2527.65701344,{29E7BCD7-8DA5-4BC3-B58D-118F0457D84E},17893.2557479986,10258880.8643814
547,OHV-CO-CON02000-048,,048,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,123.83503236,122.70656865,{34B7A6D6-F13C-4ED6-9F38-1DE3DCD6AA7C},3272.06930683,501142.596017736
548,OHV-CO-CON02000-049,,049,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,275.73312396,273.26017415,{AFC7B1D8-0845-4F21-9B80-AC2655E25C18},4817.9208307436,1115852.3635592
549,OHV-CO-CON02000-050,,050,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,79.03732153,78.24962396,{8E016C21-08B7-4418-A400-C11182E9BC57},2394.99029895841,319852.692242221
550,OHV-CO-CON02000-051,,051,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Undesignated,,,3115000.0,28153.13344575,27980.36007881,{9FE73D4C-20E5-4014-8205-D83D09AE1FF0},122868.114860204,113246748.802569
551,OHV-CO-CON02000-052,,052,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,1754.2785185,1750.6199383,{EDA3ED45-5E0B-473B-933E-63DB8E4B3C35},16141.0943516854,7099313.28927888
552,OHV-CO-CON02000-053,,053,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,529.02328735,526.52423484,{DFDA6DFF-E758-47DA-AA1C-995F42535D73},6488.45554681788,2140881.28801397
553,OHV-CO-CON02000-054,,054,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,40.4988551,39.96162063,{F1DEC58A-AF0D-4855-85B3-91D33088AB55},1620.75466613101,163893.051868696
554,OHV-CO-CON02000-055,,055,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,524.33507759,521.27266351,{A654BCC2-B93E-4B5D-8D79-3B7D3D832132},8092.95561186219,2121908.77623865
555,OHV-CO-CON02000-056,,056,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,35493.82267081,35467.38374856,{7AE65960-7DF6-48E8-855D-2BF793BA1DFF},122101.983182304,143638404.237237
557,OHV-CO-CON02000-058,,058,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,40.60338991,40.17249909,{355FC4A4-ABB7-4F7A-BEC4-EDEBF171DEAB},1621.6657423681,164316.089241992
558,OHV-CO-CON02000-059,,059,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,4543.44600248,4532.26860472,{0D43D2A8-B121-4545-8FCB-06BE9A5A0650},24180.8427226633,18386673.6349698
559,OHV-CO-CON02000-060,,060,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,162.4149927,160.79961735,{710A9C0B-ACA6-45BE-917A-C1068A849ACE},4042.90355184272,657270.156296333
560,OHV-CO-CON02000-061,,061,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,40.68928974,38.93947419,{A4D2D0F3-8323-4499-BF35-BDCD253DD635},1624.02009896101,164663.713495052
561,OHV-CO-CON02000-062,,062,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,79.00800757,78.04123815,{8BB58E5E-2EB4-4211-959F-0A7D8FE24B3B},2402.31986717918,319734.062871066
562,OHV-CO-CON02000-063,,063,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,120.84882059,116.92776465,{93A6D591-F9A5-48EF-B51F-0E6131ADC754},3231.89439517592,489057.825735673
563,OHV-CO-CON02000-064,,064,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,242.12995569,239.68097829,{8F2502FE-6A28-470A-B339-D45C39E62183},4836.5527352102,979865.166235364
564,OHV-CO-CON02000-065,,065,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,38.5907186,36.16249085,{3BA4D42C-B8B7-4273-8DE7-FEB8C907CA77},1580.75737863847,156171.097412256
565,OHV-CO-CON02000-066,,066,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,79.04514096,75.6291707,{CCE5207F-D549-43F1-A715-836EFAF59AEA},2403.59362149003,319884.336349984
566,OHV-CO-CON02000-067,,067,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,39.85637082,39.68709412,{EDD0959F-F679-4F28-8896-8FBC74790B54},1606.63956399277,161293.010239401
567,OHV-CO-CON02000-068,,068,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,79.36936326,76.5036609,{8C539E56-D13D-4AE2-AACB-2994FC23F70C},2401.40942721758,321196.417458923
568,OHV-CO-CON02000-069,,069,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,366.94019648,364.75877109,{CA69F864-E173-4CE7-80A6-3DF288DE3FCD},6021.19966706072,1484954.29076408
569,OHV-CO-CON02000-070,,070,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,85.87885731,85.13046366,{4BD58DB4-1BAD-45B3-B355-ACDD761FA1E8},2546.94982080393,347539.405236008
570,OHV-CO-CON02000-071,,071,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,40.03616552,40.02637064,{F036B61B-9413-4461-9532-1E2CD70D0635},1610.11085689415,162020.613557889
571,OHV-CO-CON02000-072,,072,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,668.64397052,665.94780577,{ACE32591-5917-46A1-BE5D-394D6C6C83A1},8216.80899349257,2705906.14638157
572,OHV-CO-CON02000-073,,073,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,5433.61375376,5425.36267427,{998F6817-0451-4A26-BC55-26DD5A17BA96},34800.8380761689,21989054.7162482
573,OHV-CO-CON02000-074,,074,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,79.24570598,78.1455099,{5ADF92E1-3E72-4C4C-985C-96B8AF727574},2399.08841426755,320695.994196064
574,OHV-CO-CON02000-075,,075,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,39.77934606,39.12824644,{BD157AF0-D791-471E-835E-90FC1D96C2AF},1605.05787477821,160981.302071517
575,OHV-CO-CON02000-076,,076,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,42.81383868,41.85681393,{65A66AC5-839F-4AE9-92C5-119927A58306},1665.91770575391,173261.458014599
576,OHV-CO-CON02000-077,,077,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,562.59317142,559.46887772,{B7C7D7D7-D6F0-4A97-ACBE-36883A35A0F7},7299.17462340543,2276733.78897345
577,OHV-CO-CON02000-078,,078,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,19963.06800331,19915.24892873,{37982EA9-AF92-4B79-B9A2-FBF6DFD36AE0},92688.8299823459,80787669.9600109
578,OHV-CO-CON02000-079,,079,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,39.33618864,39.09329428,{58C8FA61-A54E-4FF3-90B2-242C31AF0FC8},1596.07421833341,159187.907620354
579,OHV-CO-CON02000-080,,080,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,42.68181883,42.03181175,{238423F7-36A9-43F0-8BCB-7EB398A6ADA4},1663.61842347538,172727.192645483
580,OHV-CO-CON02000-081,,081,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,35.52930965,35.14333491,{A2300ABC-CA08-4988-A05B-619100FBB6FA},1519.62223236483,143782.014952123
581,OHV-CO-CON02000-082,,082,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,427.33782473,425.14237406,{078E5C08-B95B-465B-9596-3529FAF17B30},7112.3139080824,1729374.82055763
582,OHV-CO-CON02000-083,,083,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,40.08633054,39.6588847,{D88145E0-CCDE-4777-A13C-D46A7EC29B65},1611.85517430964,162223.624212595
583,OHV-CO-CON02000-084,,084,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,82.32793058,81.9144126,{839DAEC5-C9D8-44BB-92E5-4764AB0E0D4C},2455.95644731047,333169.314624452
584,OHV-CO-CON02000-085,,085,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,123.46023135,121.82741982,{82030173-A30C-4618-BDD1-DCCC6732073A},3245.40541371811,499625.830149506
585,OHV-CO-CON02000-086,,086,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,40.20303848,39.84385018,{75388598-F384-4935-9340-2DBB3BEF00BD},1614.19792313406,162695.924480906
586,OHV-CO-CON02000-087,,087,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,39.9228756,39.65476618,{0DFBA75B-6EF5-4864-B7F7-39934F8B86A9},1607.79812481176,161562.145540624
587,OHV-CO-CON02000-088,,088,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,432.57086442,430.02741988,{6E9E4407-4E37-44C3-B05D-343614ADD6F4},8819.81742597019,1750552.18080832
588,OHV-CO-CON02000-089,,089,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,40.31116761,39.97707639,{1528F13E-4ABE-4DDF-B55C-D96886399E0B},1615.95150786707,163133.507525505
589,OHV-CO-CON02000-090,,090,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,81.97357594,80.88705219,{F95CBAFD-7FC1-4031-8621-14FCC7180785},2443.1935664734,331735.292242452
590,OHV-CO-CON02000-091,,091,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,41.17616484,40.55102367,{D1D5A811-69F0-4B20-9F80-6E0AA2A5121F},1632.89301992048,166634.027144379
591,OHV-CO-CON02000-092,,092,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,723.84954654,722.24140427,{71389A42-526E-4D48-BC3B-BFE587B922E1},8061.10726780247,2929315.18625675
592,OHV-CO-CON02000-093,,093,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,40.58190386,40.08012215,{C0DF5BFE-2225-4635-A6C4-00711D419247},1621.01081976778,164229.13825495
593,OHV-CO-CON02000-094,,094,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,327.60094424,326.0567997,{AC9A614B-C90E-49D7-A59A-F24650044678},5684.75307195403,1325753.98517595
594,OHV-CO-CON02000-095,,095,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,80.90513272,80.49490266,{80BB00DF-4102-4DB1-9255-38F90744B6F3},2421.87968620914,327411.455956919
595,OHV-CO-CON02000-096,,096,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,41.20297986,40.7853793,{390AAC55-EA98-460A-877B-7176756F6DEA},1633.47353868104,166742.543650948
596,OHV-CO-CON02000-097,,097,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,5364.95438004,5358.38728,{AF20D1E6-DC57-40F5-8346-C0B44D47D423},33939.5323170016,21711200.0887532
597,OHV-CO-CON02000-098,,098,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,5.21167941,5.15622857,{3AC6D757-98EE-4B4E-8AB0-76A56FD68FC8},703.432658140203,21090.9182805135
598,OHV-CO-CON02000-099,,099,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,142.95634705,142.47257133,{D1F435A3-E6A6-4EAA-94F9-BC45B449FC51},3047.03104290179,578523.811192345
599,OHV-CO-CON02000-100,,100,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,79.26467407,78.6765312,{F0B71BA5-9110-4B36-ACF8-A61397A4B4A3},2395.20208538581,320772.755328769
600,OHV-CO-CON02000-101,,101,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,40.60672634,40.32558789,{24810DD0-B079-4A16-B850-0965B828BA32},1621.67441320939,164329.59127978
601,OHV-CO-CON02000-102,,102,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,4898.05116463,4882.12014729,{5A98B0B5-87B6-451B-9F85-975E6CE0A68E},33194.6627830327,19821709.8128079
602,OHV-CO-CON02000-103,,103,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,200.01260393,198.40952413,{1DA03262-7442-47A7-80E7-4D45A474D0F4},4021.27633895043,809422.290761828
603,OHV-CO-CON02000-104,,104,CO,CON02000,KREMMLING FIELD OFFICE,LUPA000623,Kremmling RMP,2015/06/19 00:00:00+00,Limited,,,3115000.0,39.37144474,39.14977205,{5D603CED-19E4-4233-A0E3-62F0DBF65CA9},1596.88341163849,159330.583995084
