OBJECTID,ZONING_CODE,ZONING_NAME,ZONING_TYPE,Shape_Length,Shape_Area
3654,R6,RES MULTI-FAMILY,RESIDENTIAL,1460.57122945271,126293.062181885
3655,R5A,RES MULTI FAMILY,RESIDENTIAL,1037.11264294514,29668.9378192455
3656,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2466.20569379954,175752.724057076
3657,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,673.545748013493,21790.0144455746
3658,R5B,RES TWO-FAMILY,RESIDENTIAL,791.53139954605,27008.592440964
3659,OR3,OFFICE/RES,OFFICE,3367.12666254391,506685.533093538
3660,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,1896.77149404384,184870.078914651
3661,R5A,RES MULTI FAMILY,RESIDENTIAL,7319.69506661241,2293751.26543915
3662,R6,RES MULTI-FAMILY,RESIDENTIAL,1688.25489397291,134433.842742005
3663,R5A,RES MULTI FAMILY,RESIDENTIAL,2947.2639115227,241505.69578806
3664,PEC,PLANNED EMPLOYMENT CENTER,SPECIAL,13516.5880286369,6290817.4704499
3665,R7,RES MULTI-FAMILY,RESIDENTIAL,1394.10155447838,32145.1747705511
3666,R5,RES SINGLE FAMILY,RESIDENTIAL,13712.4940420816,8229489.27397477
3667,R6,RES MULTI-FAMILY,RESIDENTIAL,17331.4286733579,3135429.91315279
3668,R8A,RES MULTI-FAMILY,RESIDENTIAL,2329.05793077247,302255.128721072
3669,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1299.05502732662,96886.1196286823
3670,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,4321.96277021847,752975.969975709
3671,(R5),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,6431.80082634459,2108675.06690294
3672,R4,RES SINGLE FAMILY,RESIDENTIAL,318.244398044198,1023.47520906256
3673,R1,RES SINGLE FAMILY,RESIDENTIAL,6672.85492696239,1605250.1619562
3674,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,859.750477966861,45828.8310942646
3675,R4,RES SINGLE FAMILY,RESIDENTIAL,6541.71281816697,2110460.82136114
3676,R6,RES MULTI-FAMILY,RESIDENTIAL,2923.94614033861,523359.368674382
3677,(R4),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,8346.1056916916,833042.71702028
3678,R6,RES MULTI-FAMILY,RESIDENTIAL,1738.52208739142,171219.38596287
3679,R4,RES SINGLE FAMILY,RESIDENTIAL,3074.77779816257,420012.631655794
3680,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1502.45281821182,115830.257844451
3681,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,3464.48787862178,392160.429968747
3682,OR3,OFFICE/RES,OFFICE,2727.30936652301,373840.673830922
3683,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,827.435670662798,35048.8726611102
3684,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3833.51225483012,717473.67043103
3685,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1305.38114654783,100228.607675088
3686,R7,RES MULTI-FAMILY,RESIDENTIAL,4526.36050596205,748963.153952998
3687,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1071.06652270145,71664.624045521
3688,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,8631.05078847972,865973.516846776
3689,OR3,OFFICE/RES,OFFICE,4179.12651054334,899441.340257354
3690,R6,RES MULTI-FAMILY,RESIDENTIAL,3854.83733871902,575391.528989724
3691,PRD,PLANNED RESIDENTIAL,RESIDENTIAL,2396.48934772384,289944.615554021
3692,(R5A),RES MULTI-FAMILY OVERLAY,RESIDENTIAL,2359.31090910386,198214.913324232
3693,PRD,PLANNED RESIDENTIAL,RESIDENTIAL,3587.42838138425,355014.510617589
3694,R7,RES MULTI-FAMILY,RESIDENTIAL,1757.77924693337,141656.151578098
3695,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1537.81896733711,89424.9341693409
3696,R6,RES MULTI-FAMILY,RESIDENTIAL,2293.18449174843,213271.458854229
3697,R5B,RES TWO-FAMILY,RESIDENTIAL,9121.98067268705,2520101.44228152
3698,OR3,OFFICE/RES,OFFICE,976.401796856795,59530.913715979
3699,R7,RES MULTI-FAMILY,RESIDENTIAL,607.511788436849,16250.9495323094
3700,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,5410.70487527557,516757.711135885
3701,(OR3),OFFICE/RES OVERLAY,OFFICE,664.05555139399,25413.6917253768
3702,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,625.871585974833,20474.9224559386
3703,R1,RES SINGLE FAMILY,RESIDENTIAL,5706.6082246367,1953107.8602973
3704,R6,RES MULTI-FAMILY,RESIDENTIAL,587.194674954677,12630.0269931531
3705,R7,RES MULTI-FAMILY,RESIDENTIAL,3363.52041739618,308058.962938186
3706,R8A,RES MULTI-FAMILY,RESIDENTIAL,535.340159334559,16547.5702552926
3707,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,864.889845774062,46418.8476358646
3708,R5,RES SINGLE FAMILY,RESIDENTIAL,11293.5037230482,2259006.04002242
3709,R4,RES SINGLE FAMILY,RESIDENTIAL,535.666842551814,8969.36036357378
3710,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,617.50872303737,20419.9955824506
3711,R7,RES MULTI-FAMILY,RESIDENTIAL,1838.60522512619,203137.085878721
3712,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3870.89691681835,554421.849630126
3713,R5,RES SINGLE FAMILY,RESIDENTIAL,2350.08070185982,185938.283414504
3714,R1,RES SINGLE FAMILY,RESIDENTIAL,2686.26377151569,154814.924162627
3715,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,594.757632843117,16453.111829474
3716,OR3,OFFICE/RES,OFFICE,574.156215910081,19066.2116102813
3717,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4433.32432137296,453950.18838221
3718,R5,RES SINGLE FAMILY,RESIDENTIAL,11528.9855727693,5118376.73971575
3719,OR1,OFFICE/RES,OFFICE,938.892700718774,50367.5751168232
3720,R5,RES SINGLE FAMILY,RESIDENTIAL,5988.76431756944,897302.812123498
3721,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,5070.80176631282,484720.15665147
3722,M1,INDUSTRIAL,INDUSTRIAL,6411.91352715325,616980.960141536
3723,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1567.44804759192,124413.423072761
3724,PRD,PLANNED RESIDENTIAL,RESIDENTIAL,1822.64125248477,186656.104667335
3725,R6,RES MULTI-FAMILY,RESIDENTIAL,1740.00979564798,116207.405701585
3726,OR,OFFICE/RESIDENTIAL,OFFICE,1687.04729529924,147290.338619225
3727,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1645.7175734977,107074.708530516
3728,R4,RES SINGLE FAMILY,RESIDENTIAL,1213.08071695226,88209.5321089346
3729,R5A,RES MULTI FAMILY,RESIDENTIAL,4060.99264064766,490119.163589571
3730,R5,RES SINGLE FAMILY,RESIDENTIAL,21745.9042057621,9133918.0402785
3731,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,2274.83364392613,315424.165155858
3732,R6,RES MULTI-FAMILY,RESIDENTIAL,1604.95808520699,113197.897110404
3733,OR3,OFFICE/RES,OFFICE,1766.62064660574,133273.170163781
3734,M2,INDUSTRIAL,INDUSTRIAL,11635.2246798123,2617263.25288827
3735,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2096.93106359547,201972.549461345
3736,M2,INDUSTRIAL,INDUSTRIAL,659.000863750459,25948.5489878863
3737,OR3,OFFICE/RES,OFFICE,1255.74484732616,63378.2953884473
3738,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,504.586185911443,15001.7082205868
3739,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,516.40845492135,16154.4586122625
3740,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,5938.94063605114,1961900.73907309
3741,(R5A),RES MULTI-FAMILY OVERLAY,RESIDENTIAL,5213.95737057696,1670365.36473774
3742,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,1680.77221280255,159218.103124485
3743,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,7517.24705418193,1239297.24112417
3744,(OR3),OFFICE/RES OVERLAY,OFFICE,3654.36160006214,562175.589120777
3745,R6,RES MULTI-FAMILY,RESIDENTIAL,1310.00974584571,73385.9097041617
3746,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1247.43313808546,47406.3141111806
3747,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4688.32600396898,1034424.84476906
3748,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,44.0483563976039,2.22823602484966
3749,PD,PLANNED DEVELOPMENT,SPECIAL,2357.49591860781,232152.289376378
3750,OTF,OFFICE/TOURIST FACILITY,OFFICE,2029.55135326417,228161.270837975
3751,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3358.10630838512,337386.726808174
3752,R6,RES MULTI-FAMILY,RESIDENTIAL,2614.12116245968,354679.681353863
3753,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4158.48687565778,579040.727219043
3754,OR3,OFFICE/RES,OFFICE,2077.38303990708,236153.596262957
3755,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3814.90580622107,416019.711942411
3756,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,464.999837092136,10947.3166934936
3757,PEC,PLANNED EMPLOYMENT CENTER,SPECIAL,5112.22447509489,1204072.73896253
3758,R5,RES SINGLE FAMILY,RESIDENTIAL,3180.78115694998,307050.33728231
3759,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,1488.82859878315,125260.766896319
3760,R6,RES MULTI-FAMILY,RESIDENTIAL,2272.66260362963,298225.426420408
3761,R5,RES SINGLE FAMILY,RESIDENTIAL,3915.0477470848,870753.647303278
3762,R5A,RES MULTI FAMILY,RESIDENTIAL,1595.16271171349,103266.123899389
3763,M2,INDUSTRIAL,INDUSTRIAL,9242.87166003077,1693151.20092628
3764,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,5128.27379531647,549998.711574035
3765,R7,RES MULTI-FAMILY,RESIDENTIAL,9352.6933836454,2743327.62105413
3766,R6,RES MULTI-FAMILY,RESIDENTIAL,6678.06708273713,519128.238773778
3767,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1252.7115853979,82281.3807559115
3768,OTF,OFFICE/TOURIST FACILITY,OFFICE,1572.8269441954,148700.452790985
3769,OR1,OFFICE/RES,OFFICE,745.87179670299,26125.2431208601
3770,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,704.057777823109,25967.1617534682
3771,(EZ1),ENTERPRISE ZONE OVERLAY,COMMERCIAL-INDUSTRIAL,662.493933580318,15935.1894945661
3772,R6,RES MULTI-FAMILY,RESIDENTIAL,11186.4383913289,4845110.39953006
3773,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4568.3480044045,346187.207334709
3774,R6,RES MULTI-FAMILY,RESIDENTIAL,9429.60962533654,1062273.48369606
3775,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,7841.01422396163,1741526.23844314
3776,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1187.16506670508,80853.3435164998
3777,OR3,OFFICE/RES,OFFICE,2381.66367546968,135748.55451579
3778,R4,RES SINGLE FAMILY,RESIDENTIAL,457.859342889241,12060.6972800767
3779,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,585.947106273855,15103.1247745716
3780,R6,RES MULTI-FAMILY,RESIDENTIAL,5967.40116130446,1780573.26723686
3781,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,499.180372367407,13973.4156536614
3782,R7,RES MULTI-FAMILY,RESIDENTIAL,2885.60220001143,375006.895306875
3783,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1209.61884683434,86459.407609527
3784,R7,RES MULTI-FAMILY,RESIDENTIAL,1443.80917215637,115591.081440753
3785,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1070.96862196044,64588.6988742319
3786,OR,OFFICE/RES,OFFICE,568.001970808574,13976.273835489
3787,OR3,OFFICE/RES,OFFICE,1952.95519022833,236253.509232187
3788,R5,RES SINGLE FAMILY,RESIDENTIAL,1885.8818035155,199735.011218589
3789,R6,RES MULTI-FAMILY,RESIDENTIAL,4951.84562113588,815846.206341661
3790,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,626.582435642214,15793.822270426
3791,C3,CENTRAL BUSINESS,COMMERCIAL-INDUSTRIAL,1116.44611563737,48329.4814653265
3792,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4418.5195001248,581596.561819664
3793,R6,RES MULTI-FAMILY,RESIDENTIAL,1590.11295107412,149766.625920344
3794,R4,RES SINGLE FAMILY,RESIDENTIAL,7495.52247522253,1066634.33084586
3795,R5A,RES MULTI FAMILY,RESIDENTIAL,2627.44562900672,428511.893907202
3796,R5A,RES MULTI FAMILY,RESIDENTIAL,4270.23407223749,486512.765004373
3797,M3,INDUSTRIAL,INDUSTRIAL,12008.6087947707,7166349.53645681
3798,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,571.113182824432,14602.6279558319
3799,R6,RES MULTI-FAMILY,RESIDENTIAL,1059.25759113947,67874.9948620472
3800,OR3,OFFICE/RES,OFFICE,2035.17856163862,95409.5854675349
3801,R6,RES MULTI-FAMILY,RESIDENTIAL,1392.85532397217,102730.827907827
3802,R6,RES MULTI-FAMILY,RESIDENTIAL,1419.097290599,105827.394553675
3803,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,16764.4343622526,2775362.19296521
3804,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,2452.7860013661,327452.074306776
3805,R4,RES SINGLE FAMILY,RESIDENTIAL,9354.28654902182,1739915.62686483
3806,R7,RES MULTI-FAMILY,RESIDENTIAL,4680.80713682457,1128175.86146945
3807,R4,RES SINGLE FAMILY,RESIDENTIAL,10178.5221666498,2597344.0254191
3808,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,8481.05351319513,1123913.04659836
3809,R7,RES MULTI-FAMILY,RESIDENTIAL,3374.67508371925,345012.967043099
3810,UN,URBAN NEIGHBORHOOD,RESIDENTIAL,4913.89097788006,608443.322401304
3811,R5B,RES TWO-FAMILY,RESIDENTIAL,2888.48124683817,278463.587662466
3812,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3238.30376744863,498694.04672604
3813,OR2,OFFICE/RES,OFFICE,1461.3457651332,120670.864425235
3814,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3803.12763199401,573866.561158432
3815,R4,RES SINGLE FAMILY,RESIDENTIAL,1403.75044838051,106576.043388047
3816,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,1731.3177289229,71616.1900863029
3817,R6,RES MULTI FAMILY,RESIDENTIAL,4742.33182078124,1247299.81703744
3818,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3857.18524369229,445638.759314682
3819,R6,RES MULTI-FAMILY,RESIDENTIAL,1642.1958546846,90520.3926527921
3820,OR3,OFFICE/RES,OFFICE,744.511255122634,28042.4938026842
3821,R4,RES SINGLE FAMILY,RESIDENTIAL,6091.59894510487,846376.365001061
3822,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,720.542169572456,27583.1842526803
3823,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,11871.5820189099,1369518.08927831
3824,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,450.008219924966,11514.4532114339
3825,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,6790.99272964465,506449.069603005
3826,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,693.241031967863,24664.7633329062
3827,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2032.66207246862,93017.0575258743
3828,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1199.05630136927,78282.7736862916
3829,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,481.361549839616,9725.51256260922
3830,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,655.628819840057,20208.4819314531
3831,R5,RES SINGLE FAMILY,RESIDENTIAL,22398.4324671976,10572932.5537567
3832,R1,RES SINGLE FAMILY,RESIDENTIAL,2992.49896931196,420558.431207661
3833,OR2,OFFICE/RES,OFFICE,910.002807572208,50877.9646236507
3834,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,894.316548105895,44990.1309219593
3835,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,8702.3750239472,806617.882409625
3836,R5A,RES MULTI-FAMILY,RESIDENTIAL,2181.78270932324,144821.167081962
3837,R4,RES SINGLE FAMILY,RESIDENTIAL,2087.32306692557,161052.357472186
3838,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,1226.65703767086,37771.2318582958
3839,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,428.821419433166,8344.66442722957
3840,R6,RES MULTI-FAMILY,RESIDENTIAL,653.152264187831,10452.9640094831
3841,R6,RES MULTI-FAMILY,RESIDENTIAL,2114.79079190401,152114.7996788
3842,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,14683.6971533745,6925319.31015632
3843,PRD,PLANNED RESIDENTIAL,RESIDENTIAL,779.904780157729,16506.163930039
3844,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,7200.90324930974,1144962.61025348
3845,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,2062.09100762433,195903.9707273
3846,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,640.830256546048,11470.424055823
3847,R7,RES MULTI-FAMILY,RESIDENTIAL,791.711428443938,13039.5598204777
3848,OR2,OFFICE/RES,OFFICE,11989.2952522327,1180050.37390088
3849,R5A,RES MULTI-FAMILY,RESIDENTIAL,3615.57822310613,233316.000803069
3850,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,839.249105205454,43135.6270460137
3851,R5A,RES MULTI FAMILY,RESIDENTIAL,1228.4786655112,81532.8788027942
3852,R6,RES MULTI FAMILY,RESIDENTIAL,1512.4693890859,98158.5067861513
3853,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,5605.446550842,829750.532157429
3854,R7,RES MULTI-FAMILY,RESIDENTIAL,563.488914916221,16627.5120628937
3855,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,12509.2491753882,1185968.19956708
3856,OR1,OFFICE/RES,OFFICE,1453.30433448966,90716.8136698158
3857,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,878.365300386271,28518.9015073204
3858,PRD,PLANNED RESIDENTIAL,RESIDENTIAL,4782.50963084726,875888.273267697
3859,PD,PLANNED DEVELOPMENT,SPECIAL,6229.74608920425,1708928.79248074
3860,CTC1,COMM TOWN CENTER,COMMERCIAL-INDUSTRIAL,1041.48291671658,39885.5883243431
3861,CTC1,COMM TOWN CENTER,COMMERCIAL-INDUSTRIAL,968.69790639426,47861.3865216002
3862,OR3,OFFICE/RES,OFFICE,331.629291464059,6547.30651409056
3863,R5A,RES MULTI FAMILY,RESIDENTIAL,4287.49540732175,506447.168810858
3864,R5,RES SINGLE FAMILY,RESIDENTIAL,4698.30394163609,1235452.86741375
3865,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,799.420795051974,39918.2908620609
3866,R5A,RES MULTI FAMILY,RESIDENTIAL,6782.57725903326,731978.523843673
3867,R4,RES SINGLE FAMILY,RESIDENTIAL,4399.03901120028,830967.878112792
3868,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,473.866549219261,9109.68857734691
3869,PRD,PLANNED RESIDENTIAL,RESIDENTIAL,382.216862190537,8703.99745741448
3870,R5A,RES MULTI FAMILY,RESIDENTIAL,12117.397004909,2480096.01171672
3871,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,5810.3103656677,1273832.42851508
3872,OR,OFFICE/RESIDENTIAL,OFFICE,972.406526413266,36594.7260022243
3873,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,10963.4761039725,4062523.92512749
3874,M2,INDUSTRIAL,INDUSTRIAL,911.088245899552,43189.2156644855
3875,OR1,OFFICE/RES,OFFICE,955.696832609121,56444.1235446826
3876,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3195.517307695,273073.748998698
3877,R6,RES MULTI-FAMILY,RESIDENTIAL,3634.58978412532,782383.07021598
3878,OR2,OFFICE/RES,OFFICE,742.788013221459,34304.3769942912
3879,R7,RES MULTI-FAMILY,RESIDENTIAL,677.973098269294,28581.5156200763
3880,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,774.719654035426,33673.1967732522
3881,OR1,OFFICE/RES,OFFICE,651.593363902596,18177.5544789294
3882,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,3052.36503471185,361609.615249181
3883,R7,RES MULTI-FAMILY,RESIDENTIAL,495.810746674267,10904.9253710075
3884,OR2,OFFICE/RES,OFFICE,3147.97836997673,303193.553259252
3885,R4,RES SINGLE FAMILY,RESIDENTIAL,50877.5610168377,19929212.3295432
3886,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,654.810162175228,25886.6235006222
3887,OR1,OFFICE/RES,OFFICE,627.547571398743,23569.5073712621
3888,R5,RES SINGLE FAMILY,RESIDENTIAL,13421.3135619569,3146106.78484894
3889,R5A,RES MULTI FAMILY,RESIDENTIAL,3016.31099165531,425591.899909883
3890,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,1086.58299625481,45887.7221368591
3891,R7,RES MULTI-FAMILY,RESIDENTIAL,2231.75694802162,316048.909650662
3892,R6,RES MULTI-FAMILY,RESIDENTIAL,1849.71809460739,193334.423557819
3893,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1243.46118602218,43278.1339791152
3894,R5,RES SINGLE FAMILY,RESIDENTIAL,3442.00168341498,429606.131828099
3895,R5,RES SINGLE FAMILY,RESIDENTIAL,53312.4162417047,44989114.3627426
3896,R5,RES SINGLE FAMILY,RESIDENTIAL,3164.0536482398,302944.308777936
3897,R3,RES SINGLE FAMILY,RESIDENTIAL,3048.73919551479,329163.242512119
3898,R6,RES MULTI-FAMILY,RESIDENTIAL,1736.20448703613,180773.388554301
3899,R4,RES SINGLE FAMILY,RESIDENTIAL,1008.25745640809,53356.7478694726
3900,(CR),COMM RESIDENTIAL OVERLAY,COMMERCIAL-INDUSTRIAL,587.305096466204,11777.0758822969
3901,R4,RES SINGLE FAMILY,RESIDENTIAL,9301.99313665179,727823.586040847
3902,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1872.66718946449,105712.768646299
3903,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,457.437229741861,10534.3716570365
3904,R4,RES SINGLE FAMILY,RESIDENTIAL,1682.55726490708,173598.278068347
3905,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,963.571740892227,48401.35902406
3906,R5,RES SINGLE FAMILY,RESIDENTIAL,2453.08685636912,263872.573661192
3907,OR1,OFFICE/RES,OFFICE,806.082759099261,13359.5151852295
3908,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,628.412358395518,19901.1143755758
3909,R4,RES SINGLE FAMILY,RESIDENTIAL,6744.71006011784,998467.864711394
3910,R4,RES SINGLE FAMILY,RESIDENTIAL,20709.4355967149,6150619.5895751
3911,R4,RES SINGLE FAMILY,RESIDENTIAL,1755.20444121696,188478.504969982
3912,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,666.58043871498,23868.584878545
3913,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,525.923083157465,16437.7932197622
3914,R6,RES MULTI-FAMILY,RESIDENTIAL,1877.04450983884,164945.751032282
3915,M2,INDUSTRIAL,INDUSTRIAL,1197.70377573264,66753.891338528
3916,OR3,OFFICE/RES,OFFICE,1021.27533764577,42720.7672284868
3917,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1047.61610741836,63919.7637471288
3918,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4008.39326225144,663424.920921239
3919,M2,INDUSTRIAL,INDUSTRIAL,1784.64572922343,170449.046084611
3920,(RR),RURAL RES OVERLAY,RESIDENTIAL,255237.153978299,387894999.699443
3921,R5A,RES MULTI FAMILY,RESIDENTIAL,1478.0491653572,123669.833296583
3922,R7,RES MULTI-FAMILY,RESIDENTIAL,610.378062848723,23314.4812694259
3923,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,456.51544738997,10475.2081869139
3924,R7,RES MULTI-FAMILY,RESIDENTIAL,1949.22585846674,226783.596628897
3925,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2032.44722590654,114254.904810981
3926,R4,RES SINGLE FAMILY,RESIDENTIAL,16561.3361482837,3698574.28678722
3927,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2818.3679289568,245250.893621385
3928,OR1,OFFICE/RES,OFFICE,633.482899337862,24221.8768282281
3929,OR1,OFFICE/RES,OFFICE,2950.3903055846,217321.848210575
3930,R5,RES SINGLE FAMILY,RESIDENTIAL,19368.5564770611,8844843.89383255
3931,OR1,OFFICE/RES,OFFICE,324.806375901363,6174.62753723771
3932,OR3,OFFICE/RES,OFFICE,1273.41849667337,94529.78265658
3933,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,5775.86446380983,575097.54862729
3934,R6,RES MULTI-FAMILY,RESIDENTIAL,7799.06244404195,2355899.96643844
3935,R5A,RES MULTI FAMILY,RESIDENTIAL,1378.90571480122,65802.1520454324
3936,PRD,PLANNED RESIDENTIAL,RESIDENTIAL,3616.25745977383,346115.361665737
3937,R6,RES MULTI-FAMILY,RESIDENTIAL,4469.97167238106,641032.687921014
3938,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,9732.30178872713,1546817.80818165
3939,R7,RES MULTI-FAMILY,RESIDENTIAL,1469.28148351995,100488.73680252
3940,R7,RES MULTI-FAMILY,RESIDENTIAL,2614.74378616926,370456.16361029
3941,R7,RES MULTI-FAMILY,RESIDENTIAL,1721.13868457324,110522.591908854
3942,R7,RES MULTI-FAMILY,RESIDENTIAL,4789.96712449518,1108482.62527245
3943,R4,RES SINGLE FAMILY,RESIDENTIAL,999.329824563812,18700.119881349
3944,PD,PLANNED DEVELOPMENT,SPECIAL,13527.4494602388,4891955.51928424
3945,M3,INDUSTRIAL,INDUSTRIAL,3274.06516908778,520768.025548521
3946,R5,RES SINGLE FAMILY,RESIDENTIAL,9073.95733383625,4204736.46438436
3947,OR3,OFFICE/RES,OFFICE,2587.3062343911,275369.246145557
3948,(C2),COMM OVERLAY,COMMERCIAL-INDUSTRIAL,27988.1087718122,4223863.24633603
3949,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1919.29037573871,212416.307414807
3950,R6,RES MULTI-FAMILY,RESIDENTIAL,525.886877903,12404.7118419821
3951,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,3487.00950069845,461510.380208523
3952,M2,INDUSTRIAL,INDUSTRIAL,1071.13998871759,59846.5179685447
3953,M2,INDUSTRIAL,INDUSTRIAL,764.954173441092,20516.4174999679
3954,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1045.03885661277,48352.8698484827
3955,OR2,OFFICE/RES,OFFICE,17944.701907985,7241744.18487581
3956,R5,RES SINGLE FAMILY,RESIDENTIAL,1112.918099022,69672.2573072058
3957,M3,INDUSTRIAL,INDUSTRIAL,8484.58561994692,2690826.76631407
