X,Y,OBJECTID,DIRECTION_ANGLE,DIRECTION_TYPE,IN_CT,LBAS_NO,SBAS_NO,SUBREGION,RBAS_NO,REGIONAL,MBAS_NO,MAJOR
881809.580253631,706058.889698729,2576,145,Main Stem Direction,Yes,6000-00,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic
899392.913525224,680579.723137483,2577,130,Main Stem Direction,Yes,6000-00,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic
779945.709178641,610745.818514228,2578,180,Outlet Direction,Yes,7405-06,7405,Rippowam River,74,Southwest Western Complex,7,Southwest Coast
775029.042502806,609620.818467647,2579,180,Outlet Direction,Yes,7405-08,7405,Rippowam River,74,Southwest Western Complex,7,Southwest Coast
781404.04254806,607079.151634976,2580,150,Outlet Direction,Yes,7405-05,7405,Rippowam River,74,Southwest Western Complex,7,Southwest Coast
779049.875668466,603579.15174523,2581,180,Outlet Direction,Yes,7405-07,7405,Rippowam River,74,Southwest Western Complex,7,Southwest Coast
774987.375919476,597495.818439484,2582,120,Outlet Direction,Yes,7405-09,7405,Rippowam River,74,Southwest Western Complex,7,Southwest Coast
778279.042564467,594537.485117316,2583,205,Outlet Direction,Yes,7405-10,7405,Rippowam River,74,Southwest Western Complex,7,Southwest Coast
912577.814648807,636207.616999984,2584,120,Coastal Direction,Yes,5000-60,5000,South Central Shoreline,50,South Central Shoreline,5,South Central Coast
849227.292071894,633151.301918387,2585,150,Outlet Direction,Yes,7109-01,7109,Sasco Brook,71,Southwest Eastern,7,Southwest Coast
845310.625364557,628422.135195643,2586,180,Outlet Direction,Yes,7109-04,7109,Sasco Brook,71,Southwest Eastern,7,Southwest Coast
842998.125396386,629547.135242224,2587,130,Outlet Direction,Yes,7109-03,7109,Sasco Brook,71,Southwest Eastern,7,Southwest Coast
847123.125348464,618922.135166809,2588,200,Outlet Direction,Yes,7109-06,7109,Sasco Brook,71,Southwest Eastern,7,Southwest Coast
844018.958656549,621963.801983729,2589,90,Outlet Direction,Yes,7109-05,7109,Sasco Brook,71,Southwest Eastern,7,Southwest Coast
849435.625316635,614026.301782638,2590,210,Outlet Direction,Yes,7109-07,7109,Sasco Brook,71,Southwest Eastern,7,Southwest Coast
747437.218421474,625982.508513227,2591,20,Outlet Direction,No,7407-05,7407,Mianus River,74,Southwest Western Complex,7,Southwest Coast
748499.718593061,626795.00852865,2592,120,Outlet Direction,No,7407-04,7407,Mianus River,74,Southwest Western Complex,7,Southwest Coast
750291.385285303,629586.675189391,2593,50,Outlet Direction,No,7407-07,7407,Mianus River,74,Southwest Western Complex,7,Southwest Coast
751603.885284975,628440.841851145,2594,315,Outlet Direction,No,7407-06,7407,Mianus River,74,Southwest Western Complex,7,Southwest Coast
749499.71856156,624357.508482397,2595,270,Outlet Direction,No,7407-02,7407,Mianus River,74,Southwest Western Complex,7,Southwest Coast
751312.218545467,622503.341915146,2596,290,Outlet Direction,No,7407-03,7407,Mianus River,74,Southwest Western Complex,7,Southwest Coast
749041.38516064,619336.675020143,2597,315,Outlet Direction,No,7407-01,7407,Mianus River,74,Southwest Western Complex,7,Southwest Coast
760395.551756725,631524.175251395,2598,230,Outlet Direction,No,7407-08,7407,Mianus River,74,Southwest Western Complex,7,Southwest Coast
760478.885251477,622086.675097555,2599,110,Outlet Direction,No,7407-09,7407,Mianus River,74,Southwest Western Complex,7,Southwest Coast
763520.551740304,616232.508656308,2600,225,Outlet Direction,Yes,7407-10,7407,Mianus River,74,Southwest Western Complex,7,Southwest Coast
760895.551740974,611899.175131395,2601,120,Outlet Direction,Yes,7407-11,7407,Mianus River,74,Southwest Western Complex,7,Southwest Coast
761145.551897138,607378.341981471,2602,90,Outlet Direction,Yes,7407-12,7407,Mianus River,74,Southwest Western Complex,7,Southwest Coast
766103.885156304,601545.00850381,2603,35,Outlet Direction,Yes,7407-13,7407,Mianus River,74,Southwest Western Complex,7,Southwest Coast
767603.885109052,585524.175059974,2604,270,Outlet Direction,Yes,7407-16,7407,Mianus River,74,Southwest Western Complex,7,Southwest Coast
772853.885107726,589482.508678719,2605,240,Outlet Direction,Yes,7407-14,7407,Mianus River,74,Southwest Western Complex,7,Southwest Coast
768708.051863968,580024.17523323,2606,180,Outlet Direction,Yes,7407-00,7407,Mianus River,74,Southwest Western Complex,7,Southwest Coast
792579.404383644,623916.539876148,2607,205,Outlet Direction,Yes,7401-01,7401,Fivemile River,74,Southwest Western Complex,7,Southwest Coast
794475.237862304,620479.039861396,2608,190,Outlet Direction,Yes,7401-02,7401,Fivemile River,74,Southwest Western Complex,7,Southwest Coast
798641.904397726,616541.539862394,2609,195,Outlet Direction,Yes,7401-03,7401,Fivemile River,74,Southwest Western Complex,7,Southwest Coast
802058.571120799,607083.206744984,2610,180,Outlet Direction,Yes,7401-04,7401,Fivemile River,74,Southwest Western Complex,7,Southwest Coast
805496.071135551,601833.20674631,2611,190,Outlet Direction,Yes,7401-05,7401,Fivemile River,74,Southwest Western Complex,7,Southwest Coast
808808.571072221,597020.706856892,2612,170,Outlet Direction,Yes,7401-07,7401,Fivemile River,74,Southwest Western Complex,7,Southwest Coast
808621.071119145,591833.206733227,2613,250,Outlet Direction,Yes,7401-06,7401,Fivemile River,74,Southwest Western Complex,7,Southwest Coast
770016.197869718,621167.363944054,2614,180,Outlet Direction,Yes,7406-01,7406,East Branch Mianus River,74,Southwest Western Complex,7,Southwest Coast
767016.197964221,614375.697409317,2615,120,Outlet Direction,Yes,7406-02,7406,East Branch Mianus River,74,Southwest Western Complex,7,Southwest Coast
769537.031177133,610313.197332233,2616,270,Outlet Direction,Yes,7406-03,7406,East Branch Mianus River,74,Southwest Western Complex,7,Southwest Coast
739546.197458133,616704.407974973,2617,135,Outlet Direction,No,7411-01,7411,Byram River,74,Southwest Western Complex,7,Southwest Coast
736317.030688137,613933.574605897,2618,190,Outlet Direction,No,7411-05,7411,Byram River,74,Southwest Western Complex,7,Southwest Coast
740171.197192386,615225.24131389,2619,330,Outlet Direction,No,7411-02,7411,Byram River,74,Southwest Western Complex,7,Southwest Coast
738150.363963723,611600.241346061,2620,350,Outlet Direction,No,7411-03,7411,Byram River,74,Southwest Western Complex,7,Southwest Coast
734650.364073977,607412.741190895,2621,125,Outlet Direction,No,7411-06,7411,Byram River,74,Southwest Western Complex,7,Southwest Coast
735317.030719638,604579.40794681,2622,180,Outlet Direction,No,7411-04,7411,Byram River,74,Southwest Western Complex,7,Southwest Coast
739254.530718639,594454.407855645,2623,225,Outlet Direction,Yes,7411-07,7411,Byram River,74,Southwest Western Complex,7,Southwest Coast
748796.197330803,579246.074427232,2624,225,Outlet Direction,Yes,7411-08,7411,Byram River,74,Southwest Western Complex,7,Southwest Coast
748671.197252721,572996.074460059,2625,180,Outlet Direction,Yes,7411-09,7411,Byram River,74,Southwest Western Complex,7,Southwest Coast
878452.957701802,620087.100684643,2626,135,Coastal Direction,Yes,7000-06,7000,Southwest Shoreline,70,Southwest Shoreline,7,Southwest Coast
875220.677420974,623000.38554047,2627,195,Coastal Direction,Yes,7000-07,7000,Southwest Shoreline,70,Southwest Shoreline,7,Southwest Coast
881044.854748964,625679.344093308,2628,180,Coastal Direction,Yes,7000-05,7000,Southwest Shoreline,70,Southwest Shoreline,7,Southwest Coast
933006.705221385,709582.854763642,2629,90,Outlet Direction,Yes,5303-01,5303,Sargent River,53,South Central Western Complex,5,South Central Coast
851227.784133881,685268.151424646,2630,315,Outlet Direction,Yes,6020-01,6020,Pootatuck River,60,Housatonic Main Stem,6,Housatonic
849936.117425889,686705.651502401,2631,100,Outlet Direction,Yes,6020-02,6020,Pootatuck River,60,Housatonic Main Stem,6,Housatonic
849790.284056142,688226.484746814,2632,120,Outlet Direction,Yes,6020-03,6020,Pootatuck River,60,Housatonic Main Stem,6,Housatonic
849852.783931136,698518.151499391,2633,170,Outlet Direction,Yes,6020-06,6020,Pootatuck River,60,Housatonic Main Stem,6,Housatonic
855081.95063813,693643.151406899,2634,280,Outlet Direction,Yes,6020-04,6020,Pootatuck River,60,Housatonic Main Stem,6,Housatonic
857248.617236555,697330.651577815,2635,345,Outlet Direction,Yes,6020-07,6020,Pootatuck River,60,Housatonic Main Stem,6,Housatonic
854998.617471471,698538.984791055,2636,130,Outlet Direction,Yes,6020-05,6020,Pootatuck River,60,Housatonic Main Stem,6,Housatonic
856956.950497061,702434.818206728,2637,110,Outlet Direction,Yes,6020-08,6020,Pootatuck River,60,Housatonic Main Stem,6,Housatonic
862061.117454052,707872.318158478,2638,270,Outlet Direction,Yes,6020-10,6020,Pootatuck River,60,Housatonic Main Stem,6,Housatonic
858331.950699806,709226.484741479,2639,235,Outlet Direction,Yes,6020-09,6020,Pootatuck River,60,Housatonic Main Stem,6,Housatonic
853394.450732306,712518.15138647,2640,110,Outlet Direction,Yes,6020-11,6020,Pootatuck River,60,Housatonic Main Stem,6,Housatonic
1202197.93586671,709301.467531145,2641,130,Outlet Direction,Yes,2105-01,2105,Haleys Brook,21,Southeast Eastern Complex,2,Southeast Coast
1211989.60263506,705718.134146646,2642,110,Outlet Direction,Yes,2105-03,2105,Haleys Brook,21,Southeast Eastern Complex,2,Southeast Coast
1213010.43589522,704134.800699145,2643,170,Outlet Direction,Yes,2105-02,2105,Haleys Brook,21,Southeast Eastern Complex,2,Southeast Coast
1046167.68427956,708529.810281813,2644,205,Outlet Direction,Yes,5105-02,5105,Chatfield Hollow Brook,51,South Central Eastern Complex,5,South Central Coast
1046876.01783663,706571.476928145,2645,240,Outlet Direction,Yes,5105-03,5105,Chatfield Hollow Brook,51,South Central Eastern Complex,5,South Central Coast
1046792.68434189,702946.476960316,2646,300,Outlet Direction,Yes,5105-04,5105,Chatfield Hollow Brook,51,South Central Eastern Complex,5,South Central Coast
1043313.51774381,698654.810018733,2647,240,Outlet Direction,Yes,5105-01,5105,Chatfield Hollow Brook,51,South Central Eastern Complex,5,South Central Coast
1046292.68435764,694779.810222805,2648,240,Outlet Direction,Yes,5105-05,5105,Chatfield Hollow Brook,51,South Central Eastern Complex,5,South Central Coast
1044001.01768114,689592.31009914,2649,165,Outlet Direction,Yes,5105-06,5105,Chatfield Hollow Brook,51,South Central Eastern Complex,5,South Central Coast
1043063.51758763,683738.143657893,2650,150,Outlet Direction,Yes,5105-07,5105,Chatfield Hollow Brook,51,South Central Eastern Complex,5,South Central Coast
1226610.36538821,708655.359571397,2651,205,Outlet Direction,Yes,2102-01,2102,Copps Brook,21,Southeast Eastern Complex,2,Southeast Coast
1225922.86545089,702280.359526142,2652,195,Outlet Direction,Yes,2102-03,2102,Copps Brook,21,Southeast Eastern Complex,2,Southeast Coast
1223860.36563888,702238.692942813,2653,90,Outlet Direction,Yes,2102-02,2102,Copps Brook,21,Southeast Eastern Complex,2,Southeast Coast
1002715.99329597,711609.184700474,2654,305,Outlet Direction,Yes,5112-01,5112,Farm River,51,South Central Eastern Complex,5,South Central Coast
997840.993203476,710546.684856981,2655,205,Outlet Direction,Yes,5112-02,5112,Farm River,51,South Central Eastern Complex,5,South Central Coast
993757.659834728,710088.351456061,2656,190,Outlet Direction,Yes,5112-03,5112,Farm River,51,South Central Eastern Complex,5,South Central Coast
990945.159882307,705859.184717566,2657,220,Outlet Direction,Yes,5112-04,5112,Farm River,51,South Central Eastern Complex,5,South Central Coast
989320.159851477,700255.018104389,2658,300,Outlet Direction,Yes,5112-05,5112,Farm River,51,South Central Eastern Complex,5,South Central Coast
985278.493066058,694671.684782892,2659,150,Outlet Direction,Yes,5112-06,5112,Farm River,51,South Central Eastern Complex,5,South Central Coast
986757.659727141,693255.017996803,2660,260,Outlet Direction,Yes,5112-07,5112,Farm River,51,South Central Eastern Complex,5,South Central Coast
981528.493020132,684025.851415813,2661,130,Outlet Direction,Yes,5112-08,5112,Farm River,51,South Central Eastern Complex,5,South Central Coast
981549.326639891,682359.184801638,2662,135,Outlet Direction,Yes,5112-09,5112,Farm River,51,South Central Eastern Complex,5,South Central Coast
981507.659728467,678588.351464063,2663,300,Outlet Direction,Yes,5112-10,5112,Farm River,51,South Central Eastern Complex,5,South Central Coast
972153.493069381,675213.351324305,2664,105,Outlet Direction,Yes,5112-11,5112,Farm River,51,South Central Eastern Complex,5,South Central Coast
977486.826562807,669234.184804976,2665,205,Outlet Direction,Yes,5112-13,5112,Farm River,51,South Central Eastern Complex,5,South Central Coast
976403.493099555,668630.018034309,2666,325,Outlet Direction,Yes,5112-12,5112,Farm River,51,South Central Eastern Complex,5,South Central Coast
969424.326611727,662296.684900478,2667,180,Outlet Direction,Yes,5112-15,5112,Farm River,51,South Central Eastern Complex,5,South Central Coast
972257.659855798,663421.684947059,2668,240,Outlet Direction,Yes,5112-14,5112,Farm River,51,South Central Eastern Complex,5,South Central Coast
791753.604197964,712531.183512643,2669,205,Outlet Direction,Yes,6602-01,6602,Boggs Pond Brook,66,Still,6,Housatonic
800941.104195639,707718.683295146,2670,70,Outlet Direction,Yes,6602-02,6602,Boggs Pond Brook,66,Still,6,Housatonic
1235491.18030372,711024.47720848,2671,165,Outlet Direction,Yes,2101-02,2101,Anguilla Brook,21,Southeast Eastern Complex,2,Southeast Coast
1238782.84727681,710107.810734734,2672,90,Outlet Direction,Yes,2101-01,2101,Anguilla Brook,21,Southeast Eastern Complex,2,Southeast Coast
1235241.18047564,690691.143859476,2673,135,Outlet Direction,Yes,2101-03,2101,Anguilla Brook,21,Southeast Eastern Complex,2,Southeast Coast
830380.402928472,701705.253064811,2674,250,Outlet Direction,Yes,6606-02,6606,Limekiln Brook,66,Still,6,Housatonic
829588.736204728,701871.919726223,2675,165,Outlet Direction,Yes,6606-01,6606,Limekiln Brook,66,Still,6,Housatonic
819005.402712643,710601.086651057,2676,215,Outlet Direction,Yes,6606-04,6606,Limekiln Brook,66,Still,6,Housatonic
825630.402914047,704434.419850558,2677,235,Outlet Direction,Yes,6606-03,6606,Limekiln Brook,66,Still,6,Housatonic
1155328.80191489,708863.246622816,2678,155,Outlet Direction,Yes,2203-01,2203,Oil Mill Brook,22,Southeast Western Complex,2,Southeast Coast
1153974.63533188,700113.246734396,2679,140,Outlet Direction,Yes,2203-02,2203,Oil Mill Brook,22,Southeast Western Complex,2,Southeast Coast
1055483.76932189,697127.724490225,2680,200,Outlet Direction,Yes,5103-01,5103,Menunketesuck River,51,South Central Eastern Complex,5,South Central Coast
1056087.93609256,692315.224600807,2681,30,Outlet Direction,Yes,5103-02,5103,Menunketesuck River,51,South Central Eastern Complex,5,South Central Coast
1058587.9360138,690044.39121598,2682,200,Outlet Direction,Yes,5103-03,5103,Menunketesuck River,51,South Central Eastern Complex,5,South Central Coast
1061837.93607546,684648.557847559,2683,240,Outlet Direction,Yes,5103-04,5103,Menunketesuck River,51,South Central Eastern Complex,5,South Central Coast
1069087.93601114,673481.891204566,2684,195,Outlet Direction,Yes,5103-06,5103,Menunketesuck River,51,South Central Eastern Complex,5,South Central Coast
1066983.76928772,674356.891094983,2685,180,Outlet Direction,Yes,5103-05,5103,Menunketesuck River,51,South Central Eastern Complex,5,South Central Coast
1074942.10278048,666252.724560559,2686,200,Outlet Direction,Yes,5103-07,5103,Menunketesuck River,51,South Central Eastern Complex,5,South Central Coast
1008108.85488555,706264.212778896,2687,245,Outlet Direction,Yes,5110-02,5110,West River,51,South Central Eastern Complex,5,South Central Coast
1015504.68851906,702264.2129049,2688,250,Outlet Direction,Yes,5110-03,5110,West River,51,South Central Eastern Complex,5,South Central Coast
1011129.6884108,698701.712812066,2689,160,Outlet Direction,Yes,5110-05,5110,West River,51,South Central Eastern Complex,5,South Central Coast
792287.906607062,609788.667213306,2690,205,Outlet Direction,Yes,7403-01,7403,Noroton River,74,Southwest Western Complex,7,Southwest Coast
788246.239821643,596809.50058639,2691,130,Outlet Direction,Yes,7403-02,7403,Noroton River,74,Southwest Western Complex,7,Southwest Coast
790933.739695966,586517.833833814,2692,215,Outlet Direction,Yes,7403-03,7403,Noroton River,74,Southwest Western Complex,7,Southwest Coast
883639.61104238,624277.847880557,2693,200,Coastal Direction,Yes,7000-04,7000,Southwest Shoreline,70,Southwest Shoreline,7,Southwest Coast
841206.604045048,612125.656633809,2694,180,Outlet Direction,Yes,7000-17,7000,Southwest Shoreline,70,Southwest Shoreline,7,Southwest Coast
836935.770723224,606708.989973724,2695,150,Outlet Direction,Yes,7000-18,7000,Southwest Shoreline,70,Southwest Shoreline,7,Southwest Coast
839831.604170382,607292.323124647,2696,205,Outlet Direction,Yes,7000-16,7000,Southwest Shoreline,70,Southwest Shoreline,7,Southwest Coast
843498.270721555,604583.989958644,2697,200,Outlet Direction,Yes,7000-13,7000,Southwest Shoreline,70,Southwest Shoreline,7,Southwest Coast
841081.60429506,602521.489818558,2698,135,Coastal Direction,Yes,7000-14,7000,Southwest Shoreline,70,Southwest Shoreline,7,Southwest Coast
839269.104311138,602063.156417638,2699,210,Coastal Direction,Yes,7000-15,7000,Southwest Shoreline,70,Southwest Shoreline,7,Southwest Coast
838248.270722881,605688.156385481,2700,210,Outlet Direction,Yes,7000-19,7000,Southwest Shoreline,70,Southwest Shoreline,7,Southwest Coast
830956.604203895,601375.656480312,2701,220,Coastal Direction,Yes,7000-21,7000,Southwest Shoreline,70,Southwest Shoreline,7,Southwest Coast
887282.160187721,622556.911689892,2702,270,Coastal Direction,Yes,7000-03,7000,Southwest Shoreline,70,Southwest Shoreline,7,Southwest Coast
897063.346333966,615821.393008724,2703,135,Coastal Direction,Yes,7000-01,7000,Southwest Shoreline,70,Southwest Shoreline,7,Southwest Coast
884546.203389302,619315.047438726,2704,270,Coastal Direction,Yes,7000-02,7000,Southwest Shoreline,70,Southwest Shoreline,7,Southwest Coast
854445.021465808,607517.416506484,2705,210,Coastal Direction,Yes,7000-10,7000,Southwest Shoreline,70,Southwest Shoreline,7,Southwest Coast
861715.854693145,607871.583449066,2706,150,Coastal Direction,Yes,7000-09,7000,Southwest Shoreline,70,Southwest Shoreline,7,Southwest Coast
750545.145604551,600332.261913553,2707,150,Outlet Direction,Yes,7410-03,7410,East Branch Byram River,74,Southwest Western Complex,7,Southwest Coast
744086.812064558,600394.761788562,2708,200,Outlet Direction,Yes,7410-01,7410,East Branch Byram River,74,Southwest Western Complex,7,Southwest Coast
747545.145370975,594519.76205565,2709,180,Outlet Direction,Yes,7410-04,7410,East Branch Byram River,74,Southwest Western Complex,7,Southwest Coast
745732.645387053,589811.428624555,2710,120,Outlet Direction,Yes,7410-05,7410,East Branch Byram River,74,Southwest Western Complex,7,Southwest Coast
746045.145418227,588540.595208228,2711,190,Outlet Direction,Yes,7410-02,7410,East Branch Byram River,74,Southwest Western Complex,7,Southwest Coast
746524.312110811,586873.928594053,2712,270,Outlet Direction,Yes,7410-06,7410,East Branch Byram River,74,Southwest Western Complex,7,Southwest Coast
