OBJECTID,LBAS_NO,SBAS_NO,SUBREGION,RBAS_NO,REGIONAL,MBAS_NO,MAJOR,ACREAGE,AREA_SQMI,SHAPE_Length,SHAPE_Area
739,4404-05,4404,North Branch Park River,44,Park,4,Connecticut,1559.06994628,2.43604993,45557.6079022246,-67913085.063065
740,3711-02,3711,Blackwell Brook,37,Quinebaug,3,Thames,360.99398803,0.56405198,18742.1169666342,-15724876.8537166
741,6010-02,6010,Furnace Brook,60,Housatonic Main Stem,6,Housatonic,400.24899291,0.62538999,17566.4412606974,-17434860.2613316
742,4500-09,4500,Hockanum River,45,Hockanum,4,Connecticut,1057.45996093,1.65227997,36456.8810902678,-46062872.5595368
743,6011-01,6011,Guinea Brook,60,Housatonic Main Stem,6,Housatonic,533.35101318,0.83336198,24053.1248051463,-23232791.193409
744,3204-01,3204,Stonehouse Brook,32,Natchaug,3,Thames,942.86499023,1.47323,36211.5051049833,-41071208.6926662
745,3805-01,3805,Little River,38,Shetucket,3,Thames,1000.27001953,1.56292998,38318.0049910266,-43571948.2729987
746,4300-32,4300,Farmington River,43,Farmington,4,Connecticut,1114.02001953,1.74065995,34379.6666554092,-48526781.0000992
747,3206-11,3206,Mount Hope River,32,Natchaug,3,Thames,303.65499877,0.47446098,24757.9428714551,-13227215.2103587
748,6302-03,6302,Mill Brook,63,Tenmile,6,Housatonic,679.09100341,1.06107997,34462.3727981175,-29581188.7096521
749,3710-21,3710,Mashamoquet Brook,37,Quinebaug,3,Thames,431.58099365,0.67434501,25603.1079900948,-18799645.9823487
750,6011-02,6011,Guinea Brook,60,Housatonic Main Stem,6,Housatonic,307.05999755,0.479781,17470.6664180751,-13375525.7055425
751,3100-18,3100,Willimantic River,31,Willimantic,3,Thames,1141.97998046,1.78434002,38570.0255677446,-49744504.5960011
752,3204-00,3204,Stonehouse Brook,32,Natchaug,3,Thames,3103.07006835,4.84854984,75718.7449640636,-135169734.038111
753,3404-07,3404,Whetstone Brook,34,Fivemile,3,Thames,345.60598754,0.54000902,16760.6099633603,-15054589.2212971
754,3106-08,3106,Skungamaug River,31,Willimantic,3,Thames,368.56100463,0.57587599,22220.3785349886,-16054513.301646
755,4000-20,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut,499.99798583,0.78124701,23044.5764959092,-21779911.8145568
756,3501-00,3501,Quanduck Brook,35,Moosup,3,Thames,7909.37988281,12.35840034,168182.860231851,-344532697.662547
757,3207-09,3207,Fenton River,32,Natchaug,3,Thames,657.3540039,1.02711999,26708.184999308,-28634336.8631825
758,3805-00,3805,Little River,38,Shetucket,3,Thames,11186.70019531,17.47929954,301853.181097504,-487294345.681053
759,3108-02,3108,Hop River,31,Willimantic,3,Thames,3256.42993164,5.08818006,77570.1403506009,-141850236.239903
760,4404-06,4404,North Branch Park River,44,Park,4,Connecticut,626.20800781,0.97844898,27517.0836651372,-27277600.7028466
761,3404-08,3404,Whetstone Brook,34,Fivemile,3,Thames,207.71000671,0.32454699,14611.3846795093,-9047842.63675963
762,6011-00,6011,Guinea Brook,60,Housatonic Main Stem,6,Housatonic,2888.61010742,4.51345014,95973.4422533804,-125827717.198972
763,3106-11,3106,Skungamaug River,31,Willimantic,3,Thames,263.02899169,0.41098201,16578.1288523711,-11457524.8204844
764,4000-22,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut,1393.07995605,2.1766901,39193.1647093193,-60682622.5284251
765,6303-01,6303,Webatuck Creek,63,Tenmile,6,Housatonic,319.06799316,0.49854299,18394.5919724702,-13898585.7943801
766,3404-04,3404,Whetstone Brook,34,Fivemile,3,Thames,1312.1899414,2.0502901,51631.8030596707,-57158846.9009105
767,6700-02,6700,Shepaug River,67,Shepaug,6,Housatonic,670.33502197,1.04739999,26329.6609483136,-29199797.1523954
768,4310-01,4310,Nepaug River,43,Farmington,4,Connecticut,1908.75,2.98241996,57313.699099719,-83145061.4484464
769,3200-03,3200,Natchaug River,32,Natchaug,3,Thames,236.99699401,0.37030699,14577.9510260606,-10323571.4368173
770,4300-18,4300,Farmington River,43,Farmington,4,Connecticut,326.70700073,0.51047897,17370.1159685159,-14231335.4336336
771,3710-22,3710,Mashamoquet Brook,37,Quinebaug,3,Thames,446.20098876,0.69718897,19388.6672840587,-19436516.2320716
772,6010-03,6010,Furnace Brook,60,Housatonic Main Stem,6,Housatonic,205.36700439,0.320885,17210.8994357504,-8945766.83740928
773,4004-03,4004,Podunk River,40,Connecticut Main Stem,4,Connecticut,447.66799926,0.69948202,17657.2495286254,-19500425.1915625
774,4000-21,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut,1140.66003417,1.78227996,41418.385863499,-49687050.4881829
775,4310-13,4310,Nepaug River,43,Farmington,4,Connecticut,311.62799072,0.48691898,18555.3268830292,-13574505.8216446
776,4404-04,4404,North Branch Park River,44,Park,4,Connecticut,4112.27001953,6.4254198,112182.844098124,-179130497.451254
777,4404-08,4404,North Branch Park River,44,Park,4,Connecticut,417.59298706,0.65248799,21102.0753108864,-18190325.5761635
778,6905-03,6905,East Branch Naugatuck River,69,Naugatuck,6,Housatonic,1362.33996582,2.12864995,36094.1832324862,-59343343.5229374
779,4000-24,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut,1911.11999511,2.98611998,50017.2318869699,-83248305.5958045
780,3100-14,3100,Willimantic River,31,Willimantic,3,Thames,776.9710083,1.21402001,27416.8324254967,-33844845.2830522
781,6010-05,6010,Furnace Brook,60,Housatonic Main Stem,6,Housatonic,1975.51000976,3.08674001,48613.4013274115,-86053273.3544496
782,3501-01,3501,Quanduck Brook,35,Moosup,3,Thames,327.33200073,0.51145601,22121.4307758254,-14258571.6823272
783,3404-06,3404,Whetstone Brook,34,Fivemile,3,Thames,473.30999755,0.73954701,28987.0133117056,-20617387.3742258
784,6908-02,6908,Leadmine Brook,69,Naugatuck,6,Housatonic,225.52900695,0.35238799,20631.5190251341,-9824020.82992797
785,3207-15,3207,Fenton River,32,Natchaug,3,Thames,2036.39001464,3.18185997,55586.0712726548,-88705069.867074
786,4300-17,4300,Farmington River,43,Farmington,4,Connecticut,561.1619873,0.87681502,25680.8887682861,-24444209.6816453
787,6908-03,6908,Leadmine Brook,69,Naugatuck,6,Housatonic,1947.22998046,3.04254007,57844.3682954379,-84821208.4159062
788,3106-12,3106,Skungamaug River,31,Willimantic,3,Thames,381.64001464,0.59631299,18327.8657316689,-16624237.8135318
789,3206-13,3206,Mount Hope River,32,Natchaug,3,Thames,447.81399536,0.69970899,23101.5616724331,-19506761.631991
790,6010-04,6010,Furnace Brook,60,Housatonic Main Stem,6,Housatonic,668.19702148,1.04405999,24496.5280504612,-29106680.9237467
791,6908-01,6908,Leadmine Brook,69,Naugatuck,6,Housatonic,1553.04003906,2.42663002,56870.9036507427,-67650522.4829361
792,3106-13,3106,Skungamaug River,31,Willimantic,3,Thames,589.09002685,0.92045199,30159.5326874024,-25660743.3788138
793,4503-03,4503,Tankerhoosen River,45,Hockanum,4,Connecticut,211.99400329,0.33124101,16401.7379227874,-9234456.503841
794,4004-02,4004,Podunk River,40,Connecticut Main Stem,4,Connecticut,863.0750122,1.34854996,30093.6609966624,-37595548.7923813
795,3200-04,3200,Natchaug River,32,Natchaug,3,Thames,569.12799072,0.88926297,23720.9397130859,-24791225.5598228
796,3404-05,3404,Whetstone Brook,34,Fivemile,3,Thames,374.85699462,0.58571398,24908.3986938456,-16328774.8652562
797,6903-01,6903,Nickel Mine Brook,69,Naugatuck,6,Housatonic,344.55300903,0.53836399,18234.32163091,-15008743.7399647
798,4310-06,4310,Nepaug River,43,Farmington,4,Connecticut,1776.31994628,2.77550005,50180.1589772718,-77376509.1208893
799,3710-19,3710,Mashamoquet Brook,37,Quinebaug,3,Thames,549.22601318,0.85816597,22543.9007499925,-23924302.6041403
800,3207-10,3207,Fenton River,32,Natchaug,3,Thames,229.29600524,0.35827499,15651.9695091274,-9988143.88912215
801,4503-04,4503,Tankerhoosen River,45,Hockanum,4,Connecticut,1552.31994628,2.42549991,46220.6042558754,-67618986.3476898
802,3711-05,3711,Blackwell Brook,37,Quinebaug,3,Thames,1051.81005859,1.64345002,34754.3113006955,-45816838.7140927
803,3711-01,3711,Blackwell Brook,37,Quinebaug,3,Thames,929.17999267,1.45184004,34030.6728952787,-40475105.807921
804,4004-06,4004,Podunk River,40,Connecticut Main Stem,4,Connecticut,574.06500244,0.896977,23833.4117975647,-25006291.5432047
805,6705-03,6705,Bantam River,67,Shepaug,6,Housatonic,476.25,0.74414098,25207.9066761347,-20745456.860499
806,3805-02,3805,Little River,38,Shetucket,3,Thames,701.03997802,1.09537005,25743.9940071216,-30537298.0561812
807,4317-01,4317,Nod Brook,43,Farmington,4,Connecticut,613.6630249,0.95884799,25050.4002205259,-26731162.0994842
808,6302-05,6302,Mill Brook,63,Tenmile,6,Housatonic,762.99499511,1.19218003,28573.1217485639,-33236045.8265756
809,6903-02,6903,Nickel Mine Brook,69,Naugatuck,6,Housatonic,951.78497314,1.48715996,40226.4798034285,-41459770.7350188
810,6011-03,6011,Guinea Brook,60,Housatonic Main Stem,6,Housatonic,487.19100952,0.76123702,26541.4584494151,-21222060.2644898
811,3501-03,3501,Quanduck Brook,35,Moosup,3,Thames,752.36499023,1.17557001,28176.3958403825,-32773008.9884135
812,4503-06,4503,Tankerhoosen River,45,Hockanum,4,Connecticut,933.5170288,1.45861995,30720.9457192407,-40664025.5406128
813,3207-12,3207,Fenton River,32,Natchaug,3,Thames,692.08300781,1.08138,33323.3648908068,-30147133.4247375
814,6700-03,6700,Shepaug River,67,Shepaug,6,Housatonic,885.87402343,1.38417994,32314.2407493499,-38588681.4157202
815,3710-20,3710,Mashamoquet Brook,37,Quinebaug,3,Thames,273.11401367,0.42673999,15869.6692341319,-11896836.1719656
816,6015-00,6015,Macedonia Brook,60,Housatonic Main Stem,6,Housatonic,4587.89990234,7.16859006,110940.277204075,-199848927.705047
817,4404-12,4404,North Branch Park River,44,Park,4,Connecticut,988.64099121,1.54474997,31017.3127702919,-43065211.7292692
818,4310-10,4310,Nepaug River,43,Farmington,4,Connecticut,371.5369873,0.580527,20748.2683269618,-16184167.3460478
819,3711-03,3711,Blackwell Brook,37,Quinebaug,3,Thames,424.26599121,0.66291499,23072.9176601186,-18481016.0385536
820,4310-07,4310,Nepaug River,43,Farmington,4,Connecticut,715.93597412,1.11864995,33042.1189054117,-31186175.6498172
821,6705-00,6705,Bantam River,67,Shepaug,6,Housatonic,9681.75,15.12769985,255000.314899474,-421737197.270782
822,3502-00,3502,Snake Meadow Brook,35,Moosup,3,Thames,3366.88989257,5.26076984,121027.441769064,-146661856.298474
823,3106-14,3106,Skungamaug River,31,Willimantic,3,Thames,530.02197265,0.82815897,27867.6568176212,-23087739.9585228
824,6905-04,6905,East Branch Naugatuck River,69,Naugatuck,6,Housatonic,477.38101196,0.74590802,29437.2241840351,-20794709.3593474
825,4004-07,4004,Podunk River,40,Connecticut Main Stem,4,Connecticut,213.1060028,0.33297801,14491.3589636496,-9282901.28666169
826,3108-03,3108,Hop River,31,Willimantic,3,Thames,2027.6899414,3.16826009,48294.3815441571,-88326105.8369282
827,3200-05,3200,Natchaug River,32,Natchaug,3,Thames,228.91200256,0.35767498,16017.8190382882,-9971403.1178691
828,3100-19,3100,Willimantic River,31,Willimantic,3,Thames,1225.14001464,1.91428005,46706.4308618614,-53366990.1164532
829,3700-24,3700,Quinebaug River,37,Quinebaug,3,Thames,1187.73999023,1.85583996,39625.8763995803,-51737777.4593087
830,4004-04,4004,Podunk River,40,Connecticut Main Stem,4,Connecticut,1032.5,1.61328005,35744.8459230953,-44975768.2476346
831,6000-13,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,890.26898193,1.39104998,38369.5631022303,-38780115.293773
832,3502-01,3502,Snake Meadow Brook,35,Moosup,3,Thames,291.68399047,0.455756,17489.8219990912,-12705746.0186141
833,3700-25,3700,Quinebaug River,37,Quinebaug,3,Thames,1179.04003906,1.84224998,52684.9194453302,-51359116.1290881
834,3711-04,3711,Blackwell Brook,37,Quinebaug,3,Thames,1057.4399414,1.65225005,32583.2307498444,-46062039.1369954
835,3106-17,3106,Skungamaug River,31,Willimantic,3,Thames,561.96899414,0.87807697,28610.6610464383,-24479376.6228402
836,3200-07,3200,Natchaug River,32,Natchaug,3,Thames,447.67700195,0.69949597,21570.3279562621,-19500832.3137843
837,3501-02,3501,Quanduck Brook,35,Moosup,3,Thames,294.15200805,0.45961201,19846.9811065172,-12813235.2939763
838,3805-03,3805,Little River,38,Shetucket,3,Thames,766.9210205,1.19831001,29092.9398424523,-33407080.1506202
839,4310-12,4310,Nepaug River,43,Farmington,4,Connecticut,2120.91992187,3.31393003,58149.4015043961,-92387149.8055342
840,6700-05,6700,Shepaug River,67,Shepaug,6,Housatonic,707.3829956,1.10529005,25981.7788271094,-30813608.0017273
841,4500-13,4500,Hockanum River,45,Hockanum,4,Connecticut,386.35101318,0.60367298,21792.9054033819,-16829436.971445
842,3100-16,3100,Willimantic River,31,Willimantic,3,Thames,455.50299072,0.71172398,20827.1828652856,-19841721.9883163
843,6000-17,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,1164.55004882,1.81959998,40459.9489760452,-50727607.5225149
844,4500-08,4500,Hockanum River,45,Hockanum,4,Connecticut,488.00601196,0.76251,20877.9604414315,-21257558.670902
845,6700-04,6700,Shepaug River,67,Shepaug,6,Housatonic,332.08200073,0.51887798,19880.6004363984,-14465479.570039
846,6705-04,6705,Bantam River,67,Shepaug,6,Housatonic,572.19396972,0.89405399,22049.168655842,-24924793.6576717
847,3207-13,3207,Fenton River,32,Natchaug,3,Thames,346.0079956,0.54063701,18192.529521399,-15072101.1392786
848,6702-00,6702,West Branch Shepaug River,67,Shepaug,6,Housatonic,4401.31005859,6.87704992,92219.5791912396,-191721153.255081
849,4312-02,4312,Roaring Brook,43,Farmington,4,Connecticut,647.77502441,1.01215004,22484.7058060933,-28217061.4216365
850,4404-07,4404,North Branch Park River,44,Park,4,Connecticut,419.22799682,0.65504401,20613.788117971,-18261573.6842798
851,4300-31,4300,Farmington River,43,Farmington,4,Connecticut,459.31698608,0.717682,22777.8787931951,-20007828.3514001
852,6303-02,6303,Webatuck Creek,63,Tenmile,6,Housatonic,388.41799926,0.60690301,21984.8655843945,-16919481.3189539
853,3711-06,3711,Blackwell Brook,37,Quinebaug,3,Thames,606.88598632,0.94826,29649.4459984617,-26435965.9352771
854,3200-06,3200,Natchaug River,32,Natchaug,3,Thames,184.45700073,0.28821501,13050.7326722536,-8034964.84180054
855,4316-01,4316,Thompson Brook,43,Farmington,4,Connecticut,1384.03002929,2.16253995,40421.13396926,-60288228.1238413
856,4400-00,4400,Park River,44,Park,4,Connecticut,2320.87988281,3.62637996,56818.5967394787,-101097574.946487
857,4300-19,4300,Farmington River,43,Farmington,4,Connecticut,747.51000976,1.16797995,30731.5725928503,-32561542.2568113
858,3805-04,3805,Little River,38,Shetucket,3,Thames,1132.4399414,1.76943004,35738.7079688791,-49328918.0647088
859,4500-12,4500,Hockanum River,45,Hockanum,4,Connecticut,1774.76000976,2.77305006,60926.9535520595,-77308328.0969482
860,6904-06,6904,West Branch Naugatuck River,69,Naugatuck,6,Housatonic,569.11499023,0.88924199,28348.5699915082,-24790635.5953002
861,3106-18,3106,Skungamaug River,31,Willimantic,3,Thames,733.66900634,1.14636003,28615.6149136233,-31958627.3001893
862,6907-00,6907,Rock Brook,69,Naugatuck,6,Housatonic,2966.75,4.63555002,96263.9669124959,-129231620.287413
863,4004-05,4004,Podunk River,40,Connecticut Main Stem,4,Connecticut,2001.48999023,3.12733006,45850.8904847431,-87185073.2572206
864,3711-09,3711,Blackwell Brook,37,Quinebaug,3,Thames,1687.52001953,2.63674998,51189.9966720333,-73508415.9008588
865,6900-01,6900,Naugatuck River,69,Naugatuck,6,Housatonic,1978.36999511,3.09120011,63399.4385745547,-86177624.857684
866,3502-03,3502,Snake Meadow Brook,35,Moosup,3,Thames,545.3920288,0.85217398,23217.521218055,-23757257.9115506
867,3805-06,3805,Little River,38,Shetucket,3,Thames,2191.4699707,3.42418003,60652.1861721058,-95460625.9480473
868,6703-02,6703,West Branch Bantam River,67,Shepaug,6,Housatonic,478.89999389,0.748281,23227.5956299732,-20860887.1855134
869,6000-14,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,1455.84997558,2.27477002,43396.6234925629,-63416933.0516275
870,4300-30,4300,Farmington River,43,Farmington,4,Connecticut,743.21099853,1.16127002,34991.6370261897,-32374270.5615041
871,3106-15,3106,Skungamaug River,31,Willimantic,3,Thames,216.78700256,0.33873,15204.4771853728,-9443262.72889633
872,3207-14,3207,Fenton River,32,Natchaug,3,Thames,480.02801513,0.75004297,29316.1433814425,-20909996.2454649
873,3711-07,3711,Blackwell Brook,37,Quinebaug,3,Thames,1672.36999511,2.61308002,50950.601990989,-72848377.88243
874,4000-25,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut,183.89500427,0.28733599,12776.4905849152,-8010468.6718447
875,6303-04,6303,Webatuck Creek,63,Tenmile,6,Housatonic,711.88098144,1.11231005,42544.8483414841,-31009536.87178
876,6303-03,6303,Webatuck Creek,63,Tenmile,6,Housatonic,227.61599731,0.35565,21207.1167842995,-9914946.53357764
877,3200-08,3200,Natchaug River,32,Natchaug,3,Thames,833.58898925,1.30247998,32779.258548489,-36311119.0104476
878,3501-04,3501,Quanduck Brook,35,Moosup,3,Thames,345.6369934,0.540057,22130.3251997808,-15055924.7060628
879,6015-01,6015,Macedonia Brook,60,Housatonic Main Stem,6,Housatonic,2152.33007812,3.36301994,55344.0137154762,-93755711.7437317
880,3100-15,3100,Willimantic River,31,Willimantic,3,Thames,877.65997314,1.37134003,34818.8117438033,-38230890.0140639
881,4000-26,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut,1337.95996093,2.09056997,33787.572964928,-58281746.9470205
882,6700-06,6700,Shepaug River,67,Shepaug,6,Housatonic,984.04498291,1.53756999,33354.8905631742,-42864988.8465567
883,3100-20,3100,Willimantic River,31,Willimantic,3,Thames,247.58599853,0.38685399,19604.3421784696,-10784859.6582781
884,3700-27,3700,Quinebaug River,37,Quinebaug,3,Thames,403.95599365,0.631181,18347.8674532378,-17596315.7329568
885,6900-00,6900,Naugatuck River,69,Naugatuck,6,Housatonic,22496.09960937,35.15019989,663019.194217198,-979932070.194642
886,3106-16,3106,Skungamaug River,31,Willimantic,3,Thames,274.5369873,0.428965,17355.5521276737,-11958847.7967421
887,6900-03,6900,Naugatuck River,69,Naugatuck,6,Housatonic,341.37100219,0.53339302,20026.764997565,-14870130.9117227
888,6000-18,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,516.65802001,0.80727797,25515.73268521,-22505624.112438
889,3106-20,3106,Skungamaug River,31,Willimantic,3,Thames,430.11199951,0.67204898,26052.0592895224,-18735662.6529097
890,3500-00,3500,Moosup River,35,Moosup,3,Thames,21682.40039062,33.87879943,330314.369783919,-944485734.295121
891,6900-04,6900,Naugatuck River,69,Naugatuck,6,Housatonic,632.76397705,0.98869401,20931.8853832062,-27563215.0956886
892,4310-11,4310,Nepaug River,43,Farmington,4,Connecticut,358.15701293,0.55962002,17989.6185862805,-15601301.3710438
893,6000-15,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,785.13500976,1.22677004,29078.5541713859,-34200487.0594967
894,3501-06,3501,Quanduck Brook,35,Moosup,3,Thames,861.95800781,1.34680998,28724.8211945387,-37546871.5358929
895,4403-06,4403,Trout Brook,44,Park,4,Connecticut,1384.4699707,2.16322994,41139.4239792397,-60307340.1461345
896,4403-00,4403,Trout Brook,44,Park,4,Connecticut,5031.87988281,7.86230993,124728.801195958,-219188668.830969
897,3207-16,3207,Fenton River,32,Natchaug,3,Thames,1474.83996582,2.30443,48404.8094007642,-64243927.9577318
898,6014-00,6014,Bog Hollow Brook,60,Housatonic Main Stem,6,Housatonic,2818.54003906,4.40396022,63417.2749853582,-122775524.154216
