OBJECTID,SampleDate,Location,Ph,Temperature,DissolvedOxygen,Conductivity,BiologicalOxygenDemand,TotalSuspendedSolids,EColi,Ammonia,Nitrate,Weather,R_Humidity,WindSpeed,WindGust,FrozenOver,Comments,LocationID,GlobalID
24093,2012/09/04 00:00:00+00,Skunk Creek @ Marion Road,7.95,20.76,4.15,1.062,5.2,47.0,2420.0,0.13,0.27,,,,,No,,26D,{C158A9CA-7D8C-4674-90A2-F45AAC3D0376}
24094,2013/07/10 00:00:00+00,Big Sioux River @ I-90,8.29,23.86,5.11,1.269,2.3,63.0,111.0,0.01,0.65,,,,,No,,26C,{B1753A7C-906E-40A8-B00A-A11F2B5160E1}
24096,2012/08/23 00:00:00+00,Skunk Creek @ Marion Road,8.35,21.53,5.0,1.123,4.8,54.0,105.0,0.02,0.01,,,,,No,,26D,{33E826A4-5EE0-4242-AA39-A1DD401FBC35}
24097,2013/07/10 00:00:00+00,Skunk Creek @ Marion Road,8.56,25.38,5.86,0.951,7.6,59.0,199.0,0.01,0.015,,,,,No,,26D,{5C58BD3D-2DC0-4A88-BCBF-264409CEDC54}
24098,2013/04/12 00:00:00+00,Big Sioux River @ Timberline,8.43,4.15,13.28,1.049,4.1,45.0,29.0,,,,,,,No,,26B,{8FE34D68-B08F-4620-AA86-552A6362E73A}
24099,2012/10/22 00:00:00+00,Big Sioux River @ Bahnson,8.17,14.92,10.51,0.01,5.9,39.0,102.0,0.17,5.3,,,,,No,,26A,{635C01C6-2C52-4E93-8EEC-8F781F207EAB}
24100,2013/04/12 00:00:00+00,Big Sioux River @ Bahnson,8.5,3.5,14.16,0.937,43.0,45.0,14.0,,,,,,,No,,26A,{468AEA84-A909-4855-B053-97D95F1E7939}
24101,2012/10/22 00:00:00+00,Big Sioux River @ Timberline,8.0,16.35,10.3,0.008,4.0,20.0,387.0,0.18,12.0,,,,,No,,26B,{368A6938-3ED1-4DF0-A6A9-DD194A055434}
24102,2012/10/24 00:00:00+00,Big Sioux River @ Timberline,8.27,13.8,11.53,0.021,4.6,27.0,488.0,0.41,13.0,,,,,No,,26B,{553A4001-BD8C-4CC6-B606-F7B9D6535CC1}
24103,2012/10/22 00:00:00+00,Big Sioux River @ I-90,7.78,16.02,10.26,0.007,6.5,47.0,124.0,0.05,0.01,,,,,No,,26C,{B6F93345-6783-4684-B750-5C79CF451208}
24104,2013/04/12 00:00:00+00,Big Sioux River @ I-90,8.5,3.47,12.89,0.715,2.9,55.0,26.0,,,,,,,No,,26C,{65CCBCA5-34FF-4FBA-BD1A-790D98FC4FC8}
24105,2012/10/24 00:00:00+00,Big Sioux River @ Bahnson,8.68,12.51,11.12,0.08,6.9,39.0,167.0,0.49,3.4,,,,,No,,26A,{687362A2-3886-4135-ADBC-C7F769FA76F1}
24106,2013/04/12 00:00:00+00,Skunk Creek @ Marion Road,9.09,4.59,17.48,1.044,7.1,30.0,1.0,,,,,,,No,,26D,{1AA4A278-F792-48FC-891F-B7662A48A15A}
24107,2012/10/24 00:00:00+00,Big Sioux River @ I-90,7.85,13.1,10.7,0.015,6.7,49.0,81.0,0.04,0.01,,,,,No,,26C,{AF43E5AD-F986-4EA6-BFE7-453E6E3DA3CD}
24108,2012/10/22 00:00:00+00,Skunk Creek @ Marion Road,7.25,17.9,9.37,0.072,3.9,25.0,14.0,0.08,0.01,,,,,No,,26D,{AD3FD1B2-9759-41E6-9662-A1ED9D3D0D3D}
24109,2012/10/24 00:00:00+00,Skunk Creek @ Marion Road,8.2,14.8,10.0,0.07,5.5,55.0,26.0,0.04,0.01,,,,,No,,26D,{FDDE5996-79CF-465D-8D08-DF4E21064D21}
24110,2012/07/20 00:00:00+00,Big Sioux River @ Timberline,8.35,25.81,5.42,1.255,2.8,38.0,2420.0,0.04,8.7,,,,,No,,26B,{E423D3C8-4F71-4E75-9774-05C1D0C30E67}
24111,2012/07/29 08:24:00+00,Big Sioux River @ Bahnson,8.43,26.25,4.88,1.2,3.6,53.0,2420.0,0.12,1.3,,,,,No,,26A,{7478B560-F469-4362-8AE5-C892C45A3E4D}
24112,2012/07/29 01:12:00+00,Skunk Creek @ Marion Road,8.1,25.62,4.01,1.142,4.9,97.0,69.0,0.01,0.01,,,,,No,,26D,{F5B4057C-54CA-40A7-B531-667675A5D9E3}
24113,2012/07/28 09:36:00+00,Big Sioux River @ I-90,8.26,27.66,4.62,0.893,2.5,71.0,109.0,0.01,0.01,,,,,No,,26C,{9216E236-44F4-4162-BA8B-529A3AE0F7CA}
24114,2012/07/30 17:52:00+00,Big Sioux River @ Timberline,8.79,29.0,11.2,1.398,13.0,26.0,,0.03,16.0,,,,,No,,26B,{DA448412-048C-4261-BFAD-FCED2CB08D18}
24115,2012/07/30 17:41:00+00,Big Sioux River @ Bahnson,8.79,31.9,10.29,1.374,8.1,24.0,,0.02,8.2,,,,,No,,26A,{8B8400B1-6816-4131-B53A-7DE585FA47ED}
24117,2012/07/30 17:19:00+00,Big Sioux River @ Falls Park,8.66,29.95,6.04,1.235,10.6,49.0,,0.03,0.028,,,,,No,,26E,{151CCE7D-5BE6-411E-8810-5437D4AA82C8}
24118,2012/07/30 16:48:00+00,Big Sioux River @ I-90,8.78,29.9,10.36,0.8,8.3,64.5,,0.02,0.01,,,,,No,,26C,{6939C5B1-077B-4238-B6FB-88ED8F511E49}
24119,2012/07/30 16:22:00+00,Skunk Creek @ Marion Road,7.98,30.92,7.59,1.09,7.1,50.0,,0.02,0.01,,,,,No,,26D,{E83591FF-9163-45FA-8487-785AFEA9FC8E}
24120,2013/05/15 14:50:00+00,Big Sioux River @ Timberline,8.46,15.68,9.82,0.964,5.7,66.0,20.0,,1.4,,,,,No,,26B,{54DAFB2D-D7F8-4964-A1D2-2C8034871ECD}
24121,2014/01/13 14:50:00+00,Big Sioux River @ Timberline,8.13,3.49,13.36,1.472,2.3,2.2,,0.3,15.0,,,,,No,,26B,{5F6B0E5E-94F6-4FDC-B7C4-2B5972B4254C}
24122,2014/04/02 14:40:00+00,Big Sioux River @ Timberline,8.3,3.53,14.54,0.745,,98.0,24.0,0.38,3.3,,,,,No,,26B,{47D775CA-C75E-4956-910F-AC6DE24D709A}
24123,2012/12/18 14:38:00+00,Big Sioux River @ Timberline,9.53,4.5,12.37,1.364,6.3,25.0,613.0,0.04,12.0,,,,,No,,26B,{3809D9C3-2F28-4021-86BC-59D84395A6D9}
24124,2013/05/15 14:35:00+00,Big Sioux River @ Bahnson,8.33,14.89,10.89,0.965,6.4,67.0,16.0,,0.46,,,,,No,,26A,{4E0BCBBA-D6B9-4449-A6A2-40B08FA11263}
24125,2014/01/13 14:30:00+00,Big Sioux River @ Bahnson,8.52,3.63,15.76,1.555,1.3,3.5,,0.43,8.6,,,,,No,,26A,{9C10982E-BC1A-487C-B4D0-A376988660AF}
24126,2014/04/02 14:30:00+00,Big Sioux River @ Bahnson,8.33,3.13,14.22,0.709,,101.0,40.0,0.55,1.7,,,,,No,,26A,{A76DA2F7-3E82-459B-8BE7-D2BDEDFC72C4}
24127,2012/12/18 14:26:00+00,Big Sioux River @ Bahnson,9.64,2.74,13.93,1.606,13.3,38.0,41.0,0.1,3.0,,,,,No,,26A,{79D2821C-54EE-4D1E-A404-DB4BC82AC8A5}
24128,2014/02/19 14:25:00+00,Big Sioux River @ Timberline,7.76,4.92,11.65,3.366,11.9,9.0,,,8.6,,,,,No,,26B,{DCB08765-CE3B-4606-9431-2A146164EC56}
24129,2014/02/25 14:20:00+00,Big Sioux River @ Timberline,7.88,3.7,12.62,1.846,3.4,9.3,,,6.8,,,,,No,,26B,{C52AB963-879F-49CC-BD52-64526FD6480D}
24130,2014/04/02 14:15:00+00,Big Sioux River @ Falls Park,8.53,4.15,14.6,0.986,,18.0,12.0,0.18,1.1,,,,,No,,26E,{CF856473-268E-4672-AD46-7D8A167428E7}
24131,2014/02/19 14:10:00+00,Big Sioux River @ Bahnson,7.73,4.8,12.41,4.415,13.0,13.0,,,10.0,,,,,No,,26A,{E1DE23D6-14B7-40B4-8377-6C74EAF0C7F3}
24132,2014/02/28 14:10:00+00,Big Sioux River @ Timberline,7.82,4.25,12.97,1.888,3.5,7.6,,,14.0,,,,,No,,26B,{008EFDAB-8D70-4C53-87DA-FCDD50359D99}
24133,2014/03/06 14:10:00+00,Big Sioux River @ Timberline,8.04,5.72,13.87,1.996,,142.0,,,19.0,,,,,No,,26B,{34792310-426F-4B61-B6A4-1BE59748B66C}
24134,2012/12/18 14:03:00+00,Skunk Creek @ Marion Road,9.68,1.31,12.44,1.269,2.5,4.8,8.0,0.04,0.37,,,,,No,,26D,{9422DB75-5F98-459D-AF6D-28F20FA391D2}
24135,2013/05/15 14:00:00+00,Big Sioux River @ I-90,8.66,14.24,11.45,0.987,5.2,79.0,22.0,,0.01,,,,,No,,26C,{469CE5DA-D90E-48CB-8BA2-F9C286509BFA}
24136,2014/03/26 13:55:00+00,Big Sioux River @ Timberline,8.14,3.03,13.47,0.666,,40.4,,,4.2,,,,,No,,26B,{4874BF9F-0C45-456E-983C-F3E5CF71F9C2}
24137,2014/01/22 13:51:00+00,Big Sioux River @ Timberline,8.11,1.11,14.44,1.71,3.8,22.0,,0.18,14.0,,,,,No,,26B,{0A6F86BB-2FDF-4B4C-96A7-9EA1A3949136}
24138,2014/04/02 13:50:00+00,Skunk Creek @ Marion Road,8.53,3.57,16.88,1.204,,23.0,3.0,0.05,0.67,,,,,No,,26D,{391F70AF-FCE8-4324-926E-6CD82C14E283}
24139,2012/07/27 13:45:00+00,Big Sioux River @ Falls Park,8.42,26.48,6.5,1.243,6.1,91.0,,0.04,,,,,,No,,26E,{DFC269FB-CBD5-4FEA-9301-80A2E014373C}
24141,2014/02/19 13:45:00+00,Skunk Creek @ Marion Road,7.8,3.49,10.65,2.83,15.7,20.0,,,0.73,,,,,No,,26D,{55B2B509-234A-40A8-A778-A1A436A8C821}
24142,2013/01/16 13:43:00+00,Big Sioux River @ Timberline,8.27,5.56,10.08,0.019,4.5,6.3,261.0,0.2,18.0,,,,,No,,26B,{1DC5E9C2-751C-4122-8181-B1601FBB3BBB}
24143,2013/02/04 13:42:00+00,Big Sioux River @ Timberline,8.19,4.8,11.81,1.916,5.6,11.5,387.0,0.06,20.0,,,,,No,,26B,{F789214B-D7A3-404D-B1D9-B16CE1E91C88}
24144,2014/03/26 13:40:00+00,Big Sioux River @ Bahnson,8.3,1.51,14.76,0.621,,47.2,,,2.5,,,,,No,,26A,{21B0C364-5E8E-4FF3-A8E5-1342640EA5DD}
24145,2013/05/15 13:35:00+00,Skunk Creek @ Marion Road,8.45,15.06,10.39,1.024,4.9,25.0,35.0,,0.01,,,,,No,,26D,{9E373FB6-AD41-455D-AA54-AAF213CA79D1}
24146,2014/02/05 13:35:00+00,Big Sioux River @ Timberline,7.67,4.48,13.97,1.762,4.9,,,0.08,28.0,,,,,No,,26B,{CB1591D8-B2B0-4D7D-8D88-BB6E1AD7908F}
24147,2014/04/02 13:35:00+00,Big Sioux River @ I-90,8.51,3.4,12.6,0.683,,133.0,25.0,0.49,1.5,,,,,No,,26C,{DA760A84-D259-4AC7-9E2E-F1ED4788FA82}
24148,2013/01/16 13:32:00+00,Big Sioux River @ Bahnson,8.4,3.73,12.62,0.714,4.5,16.7,150.0,0.29,9.0,,,,,No,,26A,{6DDE6AA0-5AFB-48E6-B30F-701F6387B325}
24149,2013/02/04 13:31:00+00,Big Sioux River @ Bahnson,8.13,2.75,11.34,0.059,7.3,33.0,210.0,0.08,8.5,,,,,No,,26A,{CC8B4D4B-85FD-45B1-B203-FA0FA3262C54}
24150,2014/01/10 13:30:00+00,Big Sioux River @ Timberline,8.49,8.89,13.7,0.554,3.1,5.0,,0.14,19.0,,,,,No,,26B,{8D4F34C9-0F28-4DE4-BFCD-6C24A3F64CAA}
24151,2014/03/26 13:25:00+00,Big Sioux River @ Falls Park,8.95,3.82,13.12,1.204,,10.4,,,0.92,,,,,No,,26E,{AD065B16-39A3-46F0-B16F-5A9AB5326FD6}
24152,2014/03/26 13:00:00+00,Skunk Creek @ Marion Road,8.16,1.96,13.01,1.055,,17.2,,,1.5,,,,,No,,26D,{B6ED1F19-EBF0-4090-BA8A-B83BD326F696}
24153,2013/05/21 12:55:00+00,Big Sioux River @ Bahnson,8.86,18.2,8.63,1.004,6.5,39.0,53.0,,0.75,,,,,No,,26A,{7BFE8AF3-CAEC-4342-A2F5-73ADFC647791}
24154,2013/01/29 12:50:00+00,Big Sioux River @ Bahnson,8.22,2.85,14.66,3.479,14.5,30.2,727.0,0.69,4.2,,,,,No,,26A,{F970B033-7DA3-4612-B125-9CF12D479E4C}
24155,2013/03/19 12:45:00+00,Skunk Creek @ Marion Road,8.52,2.41,15.01,0.62,15.2,19.5,27.0,0.94,1.5,,,,,No,,26D,{44CFEEE9-1333-4EE8-99F0-E992D12B87EA}
24156,2013/09/18 12:45:00+00,Big Sioux River @ Timberline,8.89,21.36,9.61,1.228,4.1,44.0,219.0,0.01,8.6,,,,,No,,26B,{D95A59C8-3EC5-492F-95EA-46DEFE895FFA}
24157,2013/10/01 12:45:00+00,Big Sioux River @ Timberline,8.82,17.94,8.68,1.139,5.1,22.0,261.0,0.01,7.4,,,,,No,,26B,{151CB98B-D8FD-47C8-AE3F-FA4CDEEDBEFB}
24158,2012/10/09 12:35:00+00,Big Sioux River @ Timberline,8.18,14.02,9.08,1.503,4.1,13.5,517.0,0.06,18.0,,,,,No,,26B,{BD2FD8FF-F874-4A4C-B7AE-1DC5C23AB1A4}
24159,2013/09/18 12:30:00+00,Big Sioux River @ Bahnson,8.97,20.79,9.21,1.158,5.2,46.0,144.0,0.02,3.6,,,,,No,,26A,{E1BC3526-E1E5-4925-B851-863CCC3B2C30}
24160,2013/10/01 12:30:00+00,Big Sioux River @ Bahnson,8.86,18.39,9.06,1.056,4.9,26.0,228.0,0.01,4.0,,,,,No,,26A,{F3D6704B-76B5-4159-8F45-98DAB78FA536}
24161,2014/03/26 12:30:00+00,Big Sioux River @ I-90,8.12,1.22,13.48,0.554,,48.4,,,1.7,,,,,No,,26C,{003FB078-9096-4E00-BE03-CBD204BA64ED}
24162,2012/10/09 12:20:00+00,Big Sioux River @ Bahnson,8.3,11.27,9.73,1.412,4.0,16.5,77.0,0.07,7.9,,,,,No,,26A,{0E4B7714-8ACA-45BA-BAE6-1B95166C9EF3}
24163,2014/01/28 12:18:00+00,Big Sioux River @ Timberline,0.0,3.96,12.34,1.601,4.5,12.5,,0.08,17.0,,,,,No,,26B,{0720A1CE-88B5-4363-8360-E7B6A164C5E6}
24164,2014/03/24 12:05:00+00,Big Sioux River @ Timberline,8.05,1.16,15.4,0.599,,33.0,,,3.9,,,,,No,,26B,{26169661-415D-42F1-8F0E-FECD39EE7902}
24165,2014/03/12 12:00:00+00,Big Sioux River @ Timberline,7.86,1.2,13.65,0.739,,28.0,,,4.7,,,,,No,,26B,{125C904F-69EA-4071-A98F-9884F7AD9C36}
24166,2013/05/21 11:55:00+00,Skunk Creek @ Marion Road,8.6,16.37,8.58,1.361,4.2,47.0,86.0,,0.25,,,,,No,,26D,{F2EE88B4-709A-49F0-95EF-79F5A92168B7}
24167,2014/03/24 11:55:00+00,Big Sioux River @ Bahnson,8.14,0.93,15.42,0.522,,32.0,,,2.6,,,,,No,,26A,{B4FE31AA-DFF1-401B-A41A-86B6698A0BE7}
24168,2012/06/19 11:45:00+00,Big Sioux River @ Timberline,8.63,25.94,8.72,1.132,7.0,57.0,219.0,0.14,2.7,,,,,No,,26B,{4562EB55-81D2-4E03-8EA6-9D6D6539FA04}
24169,2013/01/22 11:45:00+00,Big Sioux River @ Timberline,8.46,1.02,10.49,1.462,5.2,18.4,816.0,0.05,20.0,,,,,No,,26B,{2923D929-009F-4A40-A822-848455F93CA0}
24170,2013/06/17 11:45:00+00,Big Sioux River @ Timberline,8.43,22.01,7.43,1.018,5.7,126.0,276.0,0.06,2.1,,,,,No,,26B,{A663DFCC-466F-4411-9014-0D6A9433038F}
24171,2013/10/07 11:45:00+00,Big Sioux River @ Timberline,8.63,13.12,10.46,1.156,4.6,13.0,261.3,0.01,9.0,,,,,No,,26B,{D51F9E1A-4EEA-4D24-928E-74A343CCE3C8}
24172,2014/03/12 11:45:00+00,Big Sioux River @ Bahnson,7.87,1.9,13.61,0.75,,35.0,,,2.1,,,,,No,,26A,{ED78EE6F-4497-49E4-A856-EB5033FD8F38}
24173,2014/03/24 11:45:00+00,Big Sioux River @ Falls Park,8.1,2.11,15.3,1.101,,8.8,,,1.5,,,,,No,,26E,{766A8BF8-B06E-4E40-8EF4-C14E1F1EB29C}
24174,2012/10/09 11:40:00+00,Skunk Creek @ Marion Road,7.8,9.83,9.12,1.356,4.5,22.5,26.0,0.1,0.01,,,,,No,,26D,{1BE5CD7A-5127-494C-A3CB-80294C1CE9AD}
24175,2012/12/11 11:40:00+00,Big Sioux River @ Timberline,7.48,1.9,15.67,1.234,9.0,35.0,613.0,0.05,12.0,,,,,No,,26B,{8123285F-F677-4365-886A-28B3B13A9FF9}
24176,2013/03/21 11:40:00+00,Big Sioux River @ Timberline,8.29,0.92,16.26,0.837,11.6,18.5,2420.0,1.07,7.3,,,,,No,,26B,{47F580B4-860B-4BFA-B1CA-09D66725E144}
24177,2013/04/09 11:40:00+00,Big Sioux River @ Bahnson,8.33,5.03,14.14,0.979,8.0,96.0,148.0,,1.7,,,,,No,,26A,{2EE13F44-A013-45EA-97F7-37ABE43CD601}
24178,2013/05/21 11:35:00+00,Big Sioux River @ I-90,8.79,17.92,8.03,0.934,7.1,50.0,43.0,,0.01,,,,,No,,26C,{F5481E28-A13D-4990-AF38-FFA3CE27A94F}
24179,2013/06/17 11:35:00+00,Big Sioux River @ Bahnson,8.46,22.26,7.67,1.008,5.6,127.0,249.0,0.07,1.7,,,,,No,,26A,{2CE8A20E-9535-4A8B-99F0-7DA79BB930CF}
24180,2013/07/11 11:35:00+00,Big Sioux River @ Timberline,8.5,25.51,6.81,0.988,3.4,54.0,260.0,0.09,1.8,,,,,No,,26B,{9BB176D4-6F08-49BA-97AB-CDE84018E2B0}
24181,2013/07/23 11:35:00+00,Big Sioux River @ Timberline,8.55,24.34,7.19,0.961,4.9,86.0,153.0,0.01,2.0,,,,,No,,26B,{85A757B4-FE4F-46DA-9106-86708F8A8882}
24182,2013/09/10 11:35:00+00,Big Sioux River @ Timberline,8.76,24.12,6.67,1.219,4.4,36.0,649.0,0.01,7.2,,,,,No,,26B,{391E369C-63B1-4EEA-B4F5-0750F6AA71DD}
24183,2014/02/12 11:35:00+00,Big Sioux River @ Timberline,7.66,4.93,11.44,1.782,3.9,8.3,,,27.0,,,,,No,,26B,{3A76046C-BF68-4CF6-9CE7-C80A287C518C}
24184,2012/07/25 11:30:00+00,Big Sioux River @ Timberline,7.91,27.7,7.71,0.03,5.8,36.0,170.0,0.1,16.0,,,,,No,,26B,{6B837EF5-7411-4BDE-95B0-4B00D87698FD}
24185,2012/11/08 11:30:00+00,Big Sioux River @ Timberline,7.87,14.77,12.56,0.01,6.4,19.0,687.0,0.03,1.5,,,,,No,,26B,{05B0DA8E-18CE-44E2-AA97-F5A99F118A79}
24186,2012/12/12 11:30:00+00,Big Sioux River @ Timberline,9.33,4.38,13.35,1.55,7.6,26.0,74.0,0.06,13.0,,,,,No,,26B,{A09CA954-0455-424B-B2C9-587151408026}
24187,2013/01/24 11:30:00+00,Big Sioux River @ Timberline,8.02,1.28,10.88,1.268,4.0,10.5,921.0,0.02,20.0,,,,,No,,26B,{EDCD1B6F-5029-4BE1-8F4B-853C5EC314EF}
24188,2013/03/15 11:30:00+00,Big Sioux River @ Timberline,8.72,2.18,16.26,0.632,3.3,32.0,914.0,,5.9,,,,,No,,26B,{945FCF51-5E9F-42E1-9D64-AE6EB88638FE}
24189,2013/06/27 11:30:00+00,Big Sioux River @ Timberline,8.47,24.53,7.05,0.686,5.5,207.0,1137.0,0.1,3.0,,,,,No,,26B,{6B9DE1D9-0716-43CB-A0C6-E7B97870419A}
24190,2013/10/07 11:30:00+00,Big Sioux River @ Bahnson,8.69,11.86,11.84,1.091,5.0,17.0,135.4,0.01,2.9,,,,,No,,26A,{48142CE8-2F9A-4F2C-AAF5-56AC0B6373F0}
24191,2014/03/31 11:30:00+00,Big Sioux River @ Timberline,8.22,5.78,13.19,0.714,,125.0,,0.46,3.7,,,,,No,,26B,{F3ED3155-8006-480C-8324-25B138CEDD53}
24192,2012/06/19 11:25:00+00,Big Sioux River @ Bahnson,8.69,26.66,8.24,1.091,7.3,41.0,214.0,0.04,1.4,,,,,No,,26A,{30B090DA-339E-45AC-AF42-D364FFE659A9}
24193,2012/12/11 11:25:00+00,Big Sioux River @ Bahnson,8.79,2.4,16.43,1.118,9.3,35.5,68.0,0.2,3.6,,,,,No,,26A,{058EA707-F3C9-40E7-B952-76E294D68495}
24194,2013/03/21 11:25:00+00,Big Sioux River @ Bahnson,8.52,1.27,17.01,0.769,12.0,15.0,17.0,1.18,3.9,,,,,No,,26A,{68A608A9-5F9D-47AD-933C-5E0FE2307407}
24195,2013/09/10 11:25:00+00,Big Sioux River @ Bahnson,7.71,25.13,6.62,1.163,4.9,141.0,548.0,0.01,3.4,,,,,No,,26A,{054E7192-8C1B-42AC-96DD-90B011794D4A}
24196,2012/08/01 11:20:00+00,Big Sioux River @ Timberline,8.4,26.6,8.06,1.51,4.5,18.5,265.0,0.06,21.0,,,,,No,,26B,{C3D9D72A-E126-4713-A890-CD5D6E2DCF26}
24197,2012/10/04 11:20:00+00,Big Sioux River @ Timberline,8.55,12.65,7.87,1.236,5.3,12.0,1046.0,0.1,15.0,,,,,No,,26B,{2851EA86-FF18-457A-B4DB-9620182BA08C}
24198,2013/02/13 11:20:00+00,Big Sioux River @ Timberline,8.57,4.37,15.73,2.984,8.6,36.5,128.0,0.15,22.0,,,,,No,,26B,{79D7DAE2-55F6-4CD9-B187-67440FFC4AB5}
24199,2013/04/03 11:20:00+00,Big Sioux River @ Timberline,9.23,1.87,16.11,0.61,11.9,184.0,387.0,,2.6,,,,,No,,26B,{88624346-9AF8-4561-BCF7-FAFD2B132A02}
24200,2013/04/09 11:20:00+00,Skunk Creek @ Marion Road,8.6,3.85,13.4,0.908,5.5,329.0,102.0,,0.14,,,,,No,,26D,{FA245A09-0726-4990-A644-73497E474CDC}
24201,2013/07/11 11:20:00+00,Big Sioux River @ Bahnson,8.56,25.49,6.85,0.971,3.7,56.0,345.0,0.32,1.3,,,,,No,,26A,{221FEF7A-FB14-464E-B231-1214EE3AB0A9}
24202,2013/07/23 11:20:00+00,Big Sioux River @ Bahnson,8.5,24.79,6.89,9447.0,3.5,92.0,114.0,0.01,1.5,,,,,No,,26A,{360567BF-265B-4BE1-8655-53A2D1F8796D}
24203,2013/09/20 11:20:00+00,Big Sioux River @ Timberline,8.75,17.55,8.08,1.217,5.4,43.0,2420.0,0.02,8.9,,,,,No,,26B,{8A250ACB-D263-4C24-AA3F-B3EA69550211}
24204,2014/02/14 11:20:00+00,Big Sioux River @ Timberline,7.69,5.41,11.05,2.088,4.4,4.7,,0.1,26.0,,,,,No,,26B,{B590B762-B1BA-4461-A5B3-CC4CAA512182}
24205,2014/03/31 11:20:00+00,Big Sioux River @ Bahnson,8.29,5.3,11.63,0.677,,146.0,,0.43,1.7,,,,,No,,26A,{AB876EB2-2DDE-4F5E-8516-7CDFC1A3315E}
24206,2012/07/25 11:15:00+00,Big Sioux River @ Bahnson,7.8,28.25,7.26,1.1,6.9,40.5,621.0,0.41,6.6,,,,,No,,26A,{7C50A397-3E39-44A6-88CD-753E871E6F88}
24207,2012/10/09 11:15:00+00,Big Sioux River @ I-90,8.01,9.61,9.61,0.924,8.0,34.5,50.0,0.04,0.01,,,,,No,,26C,{21236C25-EDF8-4357-ACA3-3C2F5DDAF835}
24208,2012/11/08 11:15:00+00,Big Sioux River @ Bahnson,8.41,17.69,10.87,0.006,6.5,23.0,46.0,0.04,12.0,,,,,No,,26A,{56E59D0E-C60F-49D1-B05E-EB8BAAFD8706}
24209,2012/11/29 11:15:00+00,Big Sioux River @ Timberline,7.97,2.19,17.23,1.134,7.1,26.0,39.0,0.04,9.7,,,,,No,,26B,{EA239D0C-D16B-4947-893B-075267D7C042}
24210,2013/03/15 11:15:00+00,Big Sioux River @ Bahnson,8.79,1.38,16.99,0.554,2.6,20.0,207.0,,2.5,,,,,No,,26A,{24CB081C-1E2B-4016-836B-0CB695814159}
24211,2013/03/26 11:15:00+00,Big Sioux River @ Timberline,9.67,2.22,15.26,1.08,8.0,9.0,2420.0,1.04,9.8,,,,,No,,26B,{3FAC1B24-17C1-466C-BB16-27AA49BDA929}
24212,2013/06/27 11:15:00+00,Big Sioux River @ Bahnson,8.41,24.61,6.61,0.642,5.0,227.0,933.0,0.11,2.5,,,,,No,,26A,{915E3F3F-B479-4AFD-88D4-1A461281569D}
24213,2013/10/25 11:15:00+00,Big Sioux River @ Timberline,8.69,6.44,11.95,0.959,3.0,8.5,130.0,0.27,6.3,,,,,No,,26B,{8B4CB881-5E07-4528-8517-F05DA0E8D5CA}
24214,2014/03/24 11:15:00+00,Skunk Creek @ Marion Road,8.03,1.36,13.9,0.997,,10.4,,,1.5,,,,,No,,26D,{4B3E759B-550E-4522-B4F9-9B2B4271CDF5}
24215,2012/10/31 11:10:00+00,Big Sioux River @ Timberline,7.86,11.57,14.14,0.007,5.5,16.0,125.0,0.09,13.0,,,,,No,,26B,{533199B4-C451-48C4-9AAF-7F89C7A3CFC9}
24216,2013/01/03 11:10:00+00,Big Sioux River @ Bahnson,8.5,0.23,13.09,1.623,2.7,13.3,365.0,0.4,8.6,,,,,No,,26A,{4996AB05-3278-404D-A149-0DF6B9E049FD}
24217,2013/02/13 11:10:00+00,Big Sioux River @ Bahnson,8.12,2.61,14.31,3.431,9.6,31.0,173.0,0.24,9.4,,,,,No,,26A,{7391956B-A0CF-4966-8A02-30BFB4AC1C9A}
24218,2013/03/11 11:10:00+00,Big Sioux River @ Timberline,8.19,1.01,16.19,1.468,14.5,44.0,2420.0,0.27,3.7,,,,,No,,26B,{937CEF0B-3ADC-4E5D-B3A4-F8271A34390C}
24219,2013/04/03 11:10:00+00,Big Sioux River @ Bahnson,9.1,1.41,16.32,0.571,12.2,186.0,54.0,,1.5,,,,,No,,26A,{817065BC-A7F6-4EF8-8521-0A032B8C46C5}
24220,2013/05/17 11:10:00+00,Big Sioux River @ Timberline,8.71,16.24,8.97,0.846,5.8,58.0,2420.0,,2.0,,,,,No,,26B,{9E8F58D2-238A-4C4E-8C63-B0DBC27D694B}
24221,2013/05/29 11:10:00+00,Big Sioux River @ Timberline,8.56,17.59,9.6,0.977,4.8,71.0,1733.0,,1.8,,,,,No,,26B,{61AD809F-6B5F-45B4-826E-5773F19CBFBB}
24222,2013/06/17 11:10:00+00,Skunk Creek @ Marion Road,8.38,21.28,7.13,1.381,4.1,109.0,866.0,0.05,2.3,,,,,No,,26D,{BF2CD6B8-994B-4A79-8CB6-CA4541F41645}
24223,2013/10/18 11:10:00+00,Big Sioux River @ Timberline,8.99,8.18,12.41,0.922,3.8,21.0,517.2,0.01,1.7,,,,,No,,26B,{2C8FE034-E8E4-41B3-967A-EB602D351FC3}
24224,2014/03/31 11:10:00+00,Big Sioux River @ I-90,8.39,4.98,12.12,0.629,,132.0,,0.59,1.4,,,,,No,,26C,{49C7F706-EA51-4040-B97B-C00478757C96}
24225,2014/03/12 11:09:00+00,Big Sioux River @ Falls Park,7.89,0.23,15.11,0.681,,27.0,,,1.5,,,,,No,,26E,{69F3933F-1B33-4740-AB4D-475FD06B3B58}
