oshpd_id9,BigLanguageGroup,LanguageGroup,PLS_DESCRIPTION,NumberofEncounters,AnnotationforNumberofEncounters
106571086,Other Languages,Middle Eastern Languages,Farsi,1,1 indicates <30 encounters
106571086,Other Languages,Middle Eastern Languages,Pashto,1,1 indicates <30 encounters
106571086,Other Languages,Sign Languages,Sign Language,1,1 indicates <30 encounters
106571086,Spanish Language,Spanish Language,Spanish,"4,850",
106574010,Other Languages,Asian/Pacfic Islander Languages,Mandarin,86,
106574010,Other Languages,Asian/Pacfic Islander Languages,Hmong,1,1 indicates <30 encounters
106574010,Other Languages,Asian/Pacfic Islander Languages,Mien; lu Mien,1,1 indicates <30 encounters
106574010,Other Languages,Asian/Pacfic Islander Languages,Korean,1,1 indicates <30 encounters
106574010,Other Languages,Asian/Pacfic Islander Languages,Mongolian,1,1 indicates <30 encounters
106574010,Other Languages,Asian/Pacfic Islander Languages,Cantonese; Yue Chinese,1,1 indicates <30 encounters
106574010,Other Languages,Asian/Pacfic Islander Languages,Gujarati,1,1 indicates <30 encounters
106574010,Other Languages,Asian/Pacfic Islander Languages,Hindi,1,1 indicates <30 encounters
106574010,Other Languages,Asian/Pacfic Islander Languages,Nepali,1,1 indicates <30 encounters
106574010,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,67,
106574010,Other Languages,Asian/Pacfic Islander Languages,Urdu,1,1 indicates <30 encounters
106574010,Other Languages,Asian/Pacfic Islander Languages,Burmese,1,1 indicates <30 encounters
106574010,Other Languages,Asian/Pacfic Islander Languages,Indonesian,1,1 indicates <30 encounters
106574010,Other Languages,Asian/Pacfic Islander Languages,Lao,1,1 indicates <30 encounters
106574010,Other Languages,Asian/Pacfic Islander Languages,Tagalog,1,1 indicates <30 encounters
106574010,Other Languages,Asian/Pacfic Islander Languages,Thai,1,1 indicates <30 encounters
106574010,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,1,1 indicates <30 encounters
106574010,Other Languages,Asian/Pacfic Islander Languages,Bengali,1,1 indicates <30 encounters
106574010,Other Languages,Asian/Pacfic Islander Languages,Japanese,1,1 indicates <30 encounters
106574010,Other Languages,Asian/Pacfic Islander Languages,Chinese,34,
106574010,English Language,English Language,English,"28,630",
106574010,Other Languages,European Languages,Hungarian,1,1 indicates <30 encounters
106574010,Other Languages,European Languages,Polish,1,1 indicates <30 encounters
106574010,Other Languages,European Languages,Romanian,1,1 indicates <30 encounters
106574010,Other Languages,European Languages,Russian,166,
106574010,Other Languages,European Languages,Ukrainian,1,1 indicates <30 encounters
106574010,Other Languages,European Languages,Greek,1,1 indicates <30 encounters
106574010,Other Languages,European Languages,Italian,1,1 indicates <30 encounters
106574010,Other Languages,European Languages,Macedonian,1,1 indicates <30 encounters
106574010,Other Languages,European Languages,French,1,1 indicates <30 encounters
106574010,Other Languages,Latin American Languages,Portuguese,1,1 indicates <30 encounters
106574010,Other Languages,Middle Eastern Languages,Turkish,1,1 indicates <30 encounters
106574010,Other Languages,Middle Eastern Languages,Hebrew,1,1 indicates <30 encounters
106574010,Other Languages,Middle Eastern Languages,Amharic,1,1 indicates <30 encounters
106574010,Other Languages,Middle Eastern Languages,Arabic,35,
106574010,Other Languages,Middle Eastern Languages,Armenian,1,1 indicates <30 encounters
106574010,Other Languages,Middle Eastern Languages,Persian,1,1 indicates <30 encounters
106574010,Other Languages,Middle Eastern Languages,Farsi,65,
106574010,Other Languages,Middle Eastern Languages,Pashto,32,
106574010,Other Languages,Sign Languages,Sign Language,1,1 indicates <30 encounters
106574010,Spanish Language,Spanish Language,Spanish,"3,750",
106580996,Other Languages,African Languages,Yoruba,1,1 indicates <30 encounters
106580996,Other Languages,Asian/Pacfic Islander Languages,Hindi,1,1 indicates <30 encounters
106580996,Other Languages,Asian/Pacfic Islander Languages,Chinese,1,1 indicates <30 encounters
106580996,Other Languages,Asian/Pacfic Islander Languages,Mandarin,1,1 indicates <30 encounters
106580996,Other Languages,Asian/Pacfic Islander Languages,Hmong,144,
106580996,Other Languages,Asian/Pacfic Islander Languages,Japanese,1,1 indicates <30 encounters
106580996,Other Languages,Asian/Pacfic Islander Languages,Korean,1,1 indicates <30 encounters
106580996,Other Languages,Asian/Pacfic Islander Languages,Samoan,1,1 indicates <30 encounters
106580996,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,"1,720",
106580996,Other Languages,Asian/Pacfic Islander Languages,Urdu,1,1 indicates <30 encounters
106580996,Other Languages,Asian/Pacfic Islander Languages,Lao,1,1 indicates <30 encounters
106580996,Other Languages,Asian/Pacfic Islander Languages,Mon-Khmer,1,1 indicates <30 encounters
106580996,Other Languages,Asian/Pacfic Islander Languages,Tagalog,1,1 indicates <30 encounters
106580996,Other Languages,Asian/Pacfic Islander Languages,Thai,1,1 indicates <30 encounters
106580996,Other Languages,Asian/Pacfic Islander Languages,Mien; lu Mien,1,1 indicates <30 encounters
106580996,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,1,1 indicates <30 encounters
