OBJECTID,SMPOLY_COD,SURFM_POLY,DESCRIP,IMS_LEGEND,ACREAGE,AREA_SQMI,SHAPE_Length,SHAPE_Area
270,S/SG,Sand/Sand+Gravel,Sand overlying Sand and Gravel,Stacked Coarse,43.8429985,0.0685046,9367.95712164374,1909799.83457429
271,W,Water,Water,Water,15.70709991,0.0245424,4143.9372356118,684201.446124225
272,TT,Thick Till,Thick Till,Thick Till,503.23901367,0.78631001,25364.6481102947,21921070.8288983
273,TT,Thick Till,Thick Till,Thick Till,57.95750045,0.0905586,8212.92478076564,2524630.1009264
274,AF,Artificial Fill,Artificial Fill,Artificial Fill,3.29997992,0.00515621,2630.27104471706,143747.259004094
275,T,Till,Till,Till,3.77466988,0.00589792,1603.5035090734,164424.741637843
276,SG,Sand+Gravel,Sand and Gravel,Coarse,5.61873006,0.00877926,5918.35470537308,244751.893260084
277,SG,Sand+Gravel,Sand and Gravel,Coarse,6.11709022,0.00955795,2542.50489801406,266460.541890366
278,S,Sand,Sand,Coarse,250.94599914,0.39210298,30592.4853159591,10931210.6756016
279,SG,Sand+Gravel,Sand and Gravel,Coarse,226.43600463,0.35380598,39494.6345517452,9863557.57285766
280,SW,Swamp,Swamp,Natural Postglacial,24.1168003,0.03768249,5184.28818308337,1050529.05625042
281,SG,Sand+Gravel,Sand and Gravel,Coarse,49.66839981,0.0776069,6199.33377766062,2163555.97955972
282,W,Water,Water,Water,49.47240066,0.0773006,6658.34279957395,2155016.8115301
283,T,Till,Till,Till,18.64559936,0.02913369,3657.80974806438,812200.707074181
284,SW,Swamp,Swamp,Natural Postglacial,52.62340164,0.08222399,15146.0213074916,2292274.20794311
285,W,Water,Water,Water,65.83190155,0.102862,7525.14932615497,2867638.79513793
286,A/F,Alluv/Fines,Alluvium overlying Fines,Natural Postglacial,209.64700317,0.32757401,58461.2827327434,9132228.51567069
287,SG,Sand+Gravel,Sand and Gravel,Coarse,0.82492101,0.00128893,1312.90503332787,35933.539479283
288,T,Till,Till,Till,12.4677,0.01948069,4079.53339357508,543091.448521881
289,SW/F,Swamp/Fines,Swamp overlying Fines,Natural Postglacial,184.86300659,0.28884899,59789.5822953948,8052638.47679209
290,T,Till,Till,Till,84.28410339,0.131694,7843.97375491667,3671416.46025837
291,SG/F,Sand+Gravel/Fines,Sand and Gravel overlying Fines,Coarse over Fine,258.40200805,0.40375301,17069.4357254411,11255985.9843101
292,T,Till,Till,Till,232.3829956,0.363099,13759.78268005,10122616.9974189
293,TT,Thick Till,Thick Till,Thick Till,35.53710174,0.05552669,4728.80837331218,1547995.23100437
294,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,69.43800354,0.108497,10404.1523923524,3024718.29489662
295,SG,Sand+Gravel,Sand and Gravel,Coarse,0.202159,0.00031587,356.019798702272,8805.96871305032
296,TT,Thick Till,Thick Till,Thick Till,37.8614006,0.0591585,5319.12080548208,1649243.97876856
297,TT,Thick Till,Thick Till,Thick Till,419.42498779,0.65535098,19014.402469225,18270140.0486772
298,SW,Swamp,Swamp,Natural Postglacial,65.31929779,0.102061,8032.2806036558,2845307.27873589
299,SW,Swamp,Swamp,Natural Postglacial,21.31340026,0.03330219,4535.00200987338,928411.232316081
300,TT,Thick Till,Thick Till,Thick Till,14.71909999,0.02299859,3269.7660781528,641163.678706522
301,SG,Sand+Gravel,Sand and Gravel,Coarse,6.1849699,0.00966401,3084.72947908758,269417.33589252
302,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,6.48942995,0.0101397,2613.16632262687,282679.485441859
303,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,12.4020996,0.0193783,6532.62035201046,540235.044211779
304,W,Water,Water,Water,11.89850044,0.0185914,7374.08106518537,518297.671615636
305,SG,Sand+Gravel,Sand and Gravel,Coarse,13.86460018,0.02166339,4297.33242269668,603941.744274996
306,W,Water,Water,Water,8.40890026,0.01313889,2565.65992992599,366291.689017633
307,SW,Swamp,Swamp,Natural Postglacial,42.37540054,0.06621149,11084.969754238,1845870.77670264
308,W,Water,Water,Water,21.59760093,0.03374629,4861.25182133799,940791.642979364
309,SW,Swamp,Swamp,Natural Postglacial,76.36460113,0.11931999,16359.574510442,3326442.42948639
310,SG,Sand+Gravel,Sand and Gravel,Coarse,59.70920181,0.09329559,8750.35489009245,2600931.267966
311,S,Sand,Sand,Coarse,8.77114963,0.01370489,2604.78214323005,382071.374262178
312,W,Water,Water,Water,123.25299835,0.19258199,20199.8598024057,5368883.0250307
313,A/S/F,Alluv/Sand/Fines,Alluvium overlying Sand overlying Fines,Natural Postglacial,18.41589927,0.0287749,5705.6880295266,802198.891461564
314,SG,Sand+Gravel,Sand and Gravel,Coarse,0.812303,0.00126922,872.891080290874,35383.9130784508
315,SW,Swamp,Swamp,Natural Postglacial,18.49609947,0.02890009,5042.87518073178,805688.657004848
316,SG,Sand+Gravel,Sand and Gravel,Coarse,2.83325004,0.00442695,1365.14684304651,123416.154462366
317,SG,Sand+Gravel,Sand and Gravel,Coarse,93.95149993,0.14679899,14933.6040862114,4092527.847474
318,TT,Thick Till,Thick Till,Thick Till,103.2310028,0.161299,8993.39185913982,4496745.64033761
319,SG,Sand+Gravel,Sand and Gravel,Coarse,1.85308003,0.00289542,1143.48674323524,80719.9709488099
320,SG,Sand+Gravel,Sand and Gravel,Coarse,4.98715019,0.00779242,1786.51080881431,217240.304627347
321,S,Sand,Sand,Coarse,46.99750137,0.0734336,8936.27611938793,2047211.2937036
322,SW,Swamp,Swamp,Natural Postglacial,185.38200378,0.28966,42368.0268979695,8075246.48055786
323,TT,Thick Till,Thick Till,Thick Till,69.45220184,0.108519,7795.52549199941,3025339.12098705
324,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,60.36690139,0.0943232,12751.8969191336,2629580.98051037
325,W,Water,Water,Water,5.15965986,0.00806197,2690.42379334984,224755.041369159
326,W,Water,Water,Water,8.97587966,0.01402479,2654.70655965295,390989.445617198
327,W,Water,Water,Water,146.62600708,0.22910299,24039.4933744735,6387027.38992348
328,S,Sand,Sand,Coarse,65.33650207,0.10208799,10188.2135789947,2846058.79078459
329,SG,Sand+Gravel,Sand and Gravel,Coarse,17.0706005,0.02667279,6262.27629200012,743595.706888592
330,SG,Sand+Gravel,Sand and Gravel,Coarse,29.69059944,0.04639149,5860.09017136681,1293322.53412273
331,F,Fines,Fines,Fine,137.78700256,0.215292,47461.9890502578,6002002.61594426
332,SG,Sand+Gravel,Sand and Gravel,Coarse,21.13229942,0.0330193,5437.09502540325,920524.669956679
333,SW,Swamp,Swamp,Natural Postglacial,105.49400329,0.16483399,18234.4403610482,4595305.2858587
334,TT,Thick Till,Thick Till,Thick Till,100.68099975,0.157313,12127.6678319659,4385644.977118
335,TT,Thick Till,Thick Till,Thick Till,58.45389938,0.0913342,6853.5779903956,2546251.84500462
336,T,Till,Till,Till,15.80480003,0.0246951,4189.7755250887,688459.142570584
337,T,Till,Till,Till,18997.80078125,29.68409919,526909.111483383,827544769.810261
338,S/F,Sand/Fines,Sand overlying Fines,Coarse over Fine,12.68659973,0.0198228,6025.04591227345,552627.268759496
339,SG,Sand+Gravel,Sand and Gravel,Coarse,0.99849802,0.00156014,887.282120307107,43494.5530760268
340,TT,Thick Till,Thick Till,Thick Till,59.21530151,0.0925239,7236.51087355317,2579419.04938854
341,SG,Sand+Gravel,Sand and Gravel,Coarse,19.08839988,0.02982549,4286.42459762331,831488.571358092
342,SG,Sand+Gravel,Sand and Gravel,Coarse,0.0502269,7.847e-05,195.192364954281,2187.90387552925
343,SG,Sand+Gravel,Sand and Gravel,Coarse,24.16279983,0.0377544,6351.28400709201,1052531.56447298
344,W,Water,Water,Water,5.30583,0.00829035,2692.48605615877,231122.04436121
345,S,Sand,Sand,Coarse,0.82435899,0.00128805,1133.19470342553,35909.0456481909
346,TT,Thick Till,Thick Till,Thick Till,65.64260101,0.102567,7297.54381230823,2859392.25092704
347,F,Fines,Fines,Fine,84.39389801,0.13186599,9130.15663180919,3676198.77022143
348,SG,Sand+Gravel,Sand and Gravel,Coarse,34.89640045,0.05452569,5433.50740203385,1520088.59086178
349,SG/F,Sand+Gravel/Fines,Sand and Gravel overlying Fines,Coarse over Fine,35.87200164,0.05605009,8071.22015835005,1562585.71020985
350,W,Water,Water,Water,52.00930023,0.0812645,11348.954058427,2265523.30178312
351,T,Till,Till,Till,4.89335012,0.00764585,2058.74172827135,213154.256920945
352,SG,Sand+Gravel,Sand and Gravel,Coarse,44.84469985,0.0700699,11578.5050018511,1953436.06098722
353,TT,Thick Till,Thick Till,Thick Till,78.02469635,0.12191399,8781.19078099597,3398755.89684335
354,W,Water,Water,Water,3.44563007,0.00538379,1567.29425631519,150091.735209089
355,SW,Swamp,Swamp,Natural Postglacial,71.48410034,0.111694,9106.7351378655,3113849.01179942
356,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,29.75709915,0.0464955,6348.38412442364,1296220.71558101
357,TT,Thick Till,Thick Till,Thick Till,78.0848999,0.122008,7207.86703570845,3401378.35580885
358,T,Till,Till,Till,3.07464003,0.00480411,1376.43040934064,133931.310012181
359,S,Sand,Sand,Coarse,101.5589981,0.15868599,15462.4465349502,4423897.41295047
360,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,238.26600646,0.37228998,28520.3023660403,10378856.0338407
361,W,Water,Water,Water,12.36040019,0.01931319,4367.16779212128,538419.791352274
362,SG,Sand+Gravel,Sand and Gravel,Coarse,37.8171997,0.05908939,9122.9828417584,1647318.87013763
363,S,Sand,Sand,Coarse,1.69370996,0.00264642,1023.13922696933,73778.1989000161
364,SG/F,Sand+Gravel/Fines,Sand and Gravel overlying Fines,Coarse over Fine,29.65019989,0.04632839,11936.6218384712,1291561.57980174
365,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,60.60480117,0.094695,9640.15183640781,2639943.56769013
366,SG,Sand+Gravel,Sand and Gravel,Coarse,0.30993899,0.00048427,462.308097880076,13500.9778303015
367,TT,Thick Till,Thick Till,Thick Till,270.54400634,0.42272499,19487.49562029,11784886.0766793
368,SW,Swamp,Swamp,Natural Postglacial,61.76029968,0.0965005,13352.4544137532,2690279.89774359
369,SG,Sand+Gravel,Sand and Gravel,Coarse,27.59900093,0.04312349,5538.66232554451,1202212.37923975
370,T,Till,Till,Till,9.14947986,0.01429609,3118.30070185021,398551.702449916
371,S,Sand,Sand,Coarse,129.08399963,0.20169399,25694.1730407456,5622902.82420902
372,F,Fines,Fines,Fine,52.60599899,0.08219689,9316.08703304333,2291518.36075618
373,S,Sand,Sand,Coarse,14.0010004,0.0218765,3086.10203389717,609882.231245281
374,TT,Thick Till,Thick Till,Thick Till,113.46299743,0.17728599,8614.17367891278,4942439.11063221
375,TT,Thick Till,Thick Till,Thick Till,95.81510162,0.14971099,9889.09450326011,4173706.32614081
376,W,Water,Water,Water,58.53390121,0.09145919,18764.2435038125,2549735.70300193
377,SG,Sand+Gravel,Sand and Gravel,Coarse,253.19700622,0.39561998,26425.2443030775,11029259.8491858
378,A/S/F,Alluv/Sand/Fines,Alluvium overlying Sand overlying Fines,Natural Postglacial,459.82699584,0.71847897,37785.7229460101,20030047.8071516
379,SG,Sand+Gravel,Sand and Gravel,Coarse,0.37874099,0.00059178,550.946509365507,16497.9476231023
380,TT,Thick Till,Thick Till,Thick Till,228.65600585,0.357275,18425.7969139375,9960250.52715741
381,TT,Thick Till,Thick Till,Thick Till,56.88610076,0.0888845,6858.39912113532,2477958.87918483
382,S,Sand,Sand,Coarse,67.38500213,0.10528899,11512.0583308616,2935288.98836159
383,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,38.21099853,0.05970469,10740.0588151501,1664470.79085512
384,SW,Swamp,Swamp,Natural Postglacial,13.82129955,0.0215958,4439.07732297713,602055.703500321
385,W,Water,Water,Water,5.09357023,0.00795869,2503.61639071007,221875.728791771
386,SG,Sand+Gravel,Sand and Gravel,Coarse,823.65997314,1.28697001,110807.484663299,35878612.2234972
387,SG,Sand+Gravel,Sand and Gravel,Coarse,16.20949935,0.02532739,4544.2751216329,706087.144776517
388,SW,Swamp,Swamp,Natural Postglacial,14.68109989,0.02293919,4694.94236288116,639509.513657987
389,SG,Sand+Gravel,Sand and Gravel,Coarse,1.32595002,0.00207179,996.346245617681,57758.4363290809
390,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,19.07169914,0.0297995,8110.00600391598,830761.669316242
391,S,Sand,Sand,Coarse,154.11199951,0.24079999,22318.739503534,6713130.02320623
392,T,Till,Till,Till,976.38800048,1.52560997,47793.9745468162,42531461.56434
393,T,Till,Till,Till,24.71339988,0.0386147,6997.79850408762,1076514.55858151
394,T,Till,Till,Till,39.26440048,0.06135059,5667.15691922992,1710356.57064756
395,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,26.09390068,0.0407717,9826.81295618801,1136649.107568
396,SW,Swamp,Swamp,Natural Postglacial,117.26300048,0.18322299,24970.6237886416,5107972.07255219
397,TT,Thick Till,Thick Till,Thick Till,35.87269973,0.0560511,4605.56862621356,1562614.07158082
398,SG,Sand+Gravel,Sand and Gravel,Coarse,14.25549983,0.0222743,2882.34457393669,620971.511962235
399,SG,Sand+Gravel,Sand and Gravel,Coarse,13.19989967,0.0206249,6289.52773602243,574988.169404774
400,TT,Thick Till,Thick Till,Thick Till,36.86759948,0.0576056,7587.17710170861,1605952.07184252
401,TT,Thick Till,Thick Till,Thick Till,86.68479919,0.13544499,15270.9196472221,3775988.7878536
402,S/F,Sand/Fines,Sand overlying Fines,Coarse over Fine,238.26100158,0.37228301,44251.850212153,10378645.6325026
403,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,6.34977006,0.00992152,2929.59769052908,276596.040262753
404,F,Fines,Fines,Fine,82.86530303,0.12947699,9553.89323938461,3609613.8373554
405,S/F,Sand/Fines,Sand overlying Fines,Coarse over Fine,10.32859992,0.0161384,2683.57773458725,449912.284222286
406,F,Fines,Fines,Fine,139.98500061,0.21872599,13899.2759425839,6097734.58944146
407,SW,Swamp,Swamp,Natural Postglacial,40.2220993,0.0628471,7327.41850850062,1752076.02694439
408,TT,Thick Till,Thick Till,Thick Till,134.40499877,0.21000799,11368.6971223441,5854674.48834531
409,T,Till,Till,Till,3.34530997,0.00522704,1557.34348100701,145721.727737503
410,T,Till,Till,Till,5640.5,8.81328964,108139.995295733,245700291.20365
411,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,46.44459915,0.07256969,10074.2166673308,2023126.74214459
412,SG/F,Sand+Gravel/Fines,Sand and Gravel overlying Fines,Coarse over Fine,14.81159973,0.02314309,4717.72378848022,645191.362243809
413,TT,Thick Till,Thick Till,Thick Till,38.1318016,0.05958089,5830.10394392077,1661019.32756581
414,G,Gravel,Gravel,Coarse,34.34199905,0.0536594,6575.65258347699,1495936.88740828
415,SG/F,Sand+Gravel/Fines,Sand and Gravel overlying Fines,Coarse over Fine,44.03820037,0.0688097,6866.91197189104,1918304.40674334
416,F,Fines,Fines,Fine,407.62100219,0.63690698,51995.8995594888,17755951.4732253
417,TT,Thick Till,Thick Till,Thick Till,199.49499511,0.31171101,15480.8411480566,8690016.52493951
418,TT,Thick Till,Thick Till,Thick Till,103.40200042,0.161566,10324.7925388611,4504194.7741657
419,TT,Thick Till,Thick Till,Thick Till,92.95709991,0.14524599,10016.6413732792,4049213.2818438
420,SG/F,Sand+Gravel/Fines,Sand and Gravel overlying Fines,Coarse over Fine,14.58390045,0.02278739,5009.12606872457,635275.297262159
421,SW/F,Swamp/Fines,Swamp overlying Fines,Natural Postglacial,1189.06994628,1.85792005,62513.0191150662,51795895.7892278
422,T,Till,Till,Till,3.39642,0.0053069,1464.53170510538,147948.088509255
423,A/S,Alluv/Sand,Alluvium overlying Sand,Natural Postglacial,207.12800598,0.323637,50558.2131866564,9022491.77575448
424,TT,Thick Till,Thick Till,Thick Till,31.79980087,0.04968719,6908.8314835773,1385200.12775868
425,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,155.0079956,0.242199,25864.2066945658,6752130.57601563
426,S,Sand,Sand,Coarse,20.49340057,0.0320209,4827.3227764093,892691.213684614
427,S,Sand,Sand,Coarse,123.86499786,0.19354,15115.2173406363,5395573.33885861
428,TT,Thick Till,Thick Till,Thick Till,35.80379867,0.05594339,5338.19319619635,1559613.16865399
429,SG,Sand+Gravel,Sand and Gravel,Coarse,88.49520111,0.13827399,13530.280466386,3854850.47499639
430,T,Till,Till,Till,2.06662011,0.0032291,1146.87461218858,90022.0531280109
431,F,Fines,Fines,Fine,43.7289009,0.0683265,10158.4924129166,1904833.11753749
432,T,Till,Till,Till,1.41640996,0.00221314,976.162517096009,61698.8582114852
433,T,Till,Till,Till,4.93522977,0.00771128,1867.45617839198,214978.376323458
434,W,Water,Water,Water,33.34700012,0.0521047,6537.86380917376,1452595.98399885
435,TT,Thick Till,Thick Till,Thick Till,27.73110008,0.0433298,5173.29095417908,1207966.24971345
436,SG,Sand+Gravel,Sand and Gravel,Coarse,24.7777996,0.03871529,6566.92104186046,1079319.49503231
437,SG,Sand+Gravel,Sand and Gravel,Coarse,13.9069004,0.02172949,3520.37549779097,605782.636414471
438,S/F,Sand/Fines,Sand overlying Fines,Coarse over Fine,667.28601074,1.04262995,52637.5025873818,29066976.025925
439,S,Sand,Sand,Coarse,156.22799682,0.24410599,13039.0365148002,6805288.96702938
440,A/F,Alluv/Fines,Alluvium overlying Fines,Natural Postglacial,24.09040069,0.0376412,8822.65990112413,1049376.2218095
441,SG,Sand+Gravel,Sand and Gravel,Coarse,156.7559967,0.24493099,14353.397495274,6828274.83428757
442,W,Water,Water,Water,37.51919937,0.05862379,7644.82587738983,1634338.17795931
443,S/F,Sand/Fines,Sand overlying Fines,Coarse over Fine,2709.82006835,4.23408985,143561.418042347,118039582.552117
444,T,Till,Till,Till,13.44690036,0.02101079,3335.79785500962,585746.80009475
445,S,Sand,Sand,Coarse,51.02379989,0.07972469,7698.01802849965,2222595.4678843
446,TT,Thick Till,Thick Till,Thick Till,1457.69995117,2.27765011,59116.4022225762,63497363.7809068
447,SW,Swamp,Swamp,Natural Postglacial,33.50920104,0.05235809,5696.49089631195,1459659.64665035
448,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,34.77489852,0.05433579,10064.2892311366,1514795.8372792
449,AF,Artificial Fill,Artificial Fill,Artificial Fill,13.94569969,0.0217901,3382.96131228328,607474.159462865
450,S,Sand,Sand,Coarse,41.82450103,0.0653508,5558.75040898239,1821876.1239902
451,TT,Thick Till,Thick Till,Thick Till,27.59950065,0.04312419,4877.07961741616,1202232.93087723
452,SG,Sand+Gravel,Sand and Gravel,Coarse,29.24110031,0.04568929,5588.84216879242,1273743.96102877
453,TT,Thick Till,Thick Till,Thick Till,40.17269897,0.06276989,5624.4791528944,1749923.81973745
454,SW,Swamp,Swamp,Natural Postglacial,131.02499389,0.20472599,19850.3556430028,5707437.65898462
455,F,Fines,Fines,Fine,65.18009948,0.10184399,13634.514362174,2839247.1963428
456,SW,Swamp,Swamp,Natural Postglacial,34.25939941,0.05353029,7602.77465775821,1492337.64530808
457,F,Fines,Fines,Fine,1290.68005371,2.01669001,86878.0132956632,56222035.4562313
458,W,Water,Water,Water,13.30440044,0.0207882,3941.02856913618,579541.366111318
459,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,114.17700195,0.178402,18545.9115085768,4973565.69274581
460,T,Till,Till,Till,4.09942007,0.00640534,2090.6018274276,178570.704834099
461,SW,Swamp,Swamp,Natural Postglacial,89.64009857,0.140063,20773.3722330611,3904720.87046649
462,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,22.38240051,0.03497239,4600.00445128302,974975.598857523
463,W,Water,Water,Water,201.9750061,0.31558701,18590.6385002803,8798051.03158866
464,TT,Thick Till,Thick Till,Thick Till,25.8062992,0.0403223,4157.44046654816,1124121.29323719
465,SG,Sand+Gravel,Sand and Gravel,Coarse,142.7330017,0.22302,18950.8467096084,6217441.05761913
466,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,15.55539989,0.02430539,3830.17777059396,677595.245123333
467,SG,Sand+Gravel,Sand and Gravel,Coarse,60.39479827,0.09436679,9843.09050326529,2630796.00229331
